Time,e1,e2,e3,edot1,edot2,edot3,mu1,mu2,mu3,SetAngle1,SetAngle2,SetAngle3,ActualAngle1,ActualAngle2,ActualAngle3,X0,Y0,Z0,Actual_X,Actual_Y,Actual_Z,X_Set,Y_Set,Z_Set,refCurr1,refCurr2,refCurr3,ActualCurr1,ActualCurr2,ActualCurr3
1.42,-0.19298646905669786,0.38822120883342526,-0.872496366001781,-6.0309373312227965,3.393567284271747,5.785594033693664,0.0031783346899680936,0.002192822331493942,0.0031633849143932148,19.181950665421784,19.181950665421784,19.181950665421784,30.583212698320292,-3.256695528549257,68.84210035538018,0.0,0.0,-250.0,188.8668322098738,-31.604491586405217,-207.34882291718318,0.0,0.0,-250.00000223057026,-902.9577855614162,1598.9838020465895,-1311.8705052182172,-5.303216862169143,4.527519789457558,-1.8277664606327395
1.43,-0.25123912139349575,0.4221619482311787,-0.8154887732153111,-5.612485592489205,3.333031922170717,5.664487653444511,0.0031783346899680936,0.002192822331493942,0.0031633849143932148,19.181950665421784,19.181950665421784,19.181950665421784,33.895197280071976,-5.195585216065567,65.58149977904031,0.0,0.0,-250.0,182.4781850833807,-12.37751364256788,-211.80763980116396,0.0,0.0,-250.00000223057026,-720.2755564646151,1348.6782910951922,-1140.3978560302894,-5.180142821420832,4.5097152712698625,-1.8633859842764018
1.44,-0.3038732282849464,0.4535531473111051,-0.7586050742458033,-4.948425890036787,2.941703207646815,5.730226172110949,0.0031783346899680936,0.002192822331493942,0.0031633849143932148,19.181950665421784,19.181950665421784,19.181950665421784,36.871766558760484,-6.970299711291589,62.31770899460663,0.0,0.0,-250.0,175.3558127123958,6.339806840955935,-214.5144563575609,0.0,0.0,-250.00000223057026,-624.1267072613343,1212.8946219604043,-1008.7169249082839,-4.9848311442659226,4.394618590576438,-1.8440511258732333
1.45,-0.3489714082293928,0.4798393145574449,-0.7004021025081268,-4.1354781586261,2.3507523032405278,5.904603566869825,0.0031783346899680936,0.002192822331493942,0.0031633849143932148,19.181950665421784,19.181950665421784,19.181950665421784,39.4085553247845,-8.441723861582302,58.97254326123107,0.0,0.0,-250.0,167.29739969810143,23.869377753897364,-216.01866993367167,0.0,0.0,-250.00000223057026,-574.4105379275687,1134.754143498436,-906.8672141597394,-4.745728870341457,4.220809501072832,-1.7927636568402578
1.46,-0.3855284026053653,0.4995955142532523,-0.6401718544018788,-3.2591891027959985,1.659827601467446,6.123443162663663,0.0031783346899680936,0.002192822331493942,0.0031633849143932148,19.181950665421784,19.181950665421784,19.181950665421784,41.452773646677635,-9.533762030406395,55.50893457551377,0.0,0.0,-250.0,158.32263146848607,39.68306756490017,-216.77151094915615,0.0,0.0,-250.00000223057026,-550.7697894060451,1087.7288126655637,-821.5903567842881,-4.487996795102863,4.017596353504154,-1.7283990698467862
1.47,-0.41328724745846573,0.5122354264767233,-0.5776550016720443,-2.384369645646547,0.9395974745559182,6.358563589661881,0.0031783346899680936,0.002192822331493942,0.0031633849143932148,19.181950665421784,19.181950665421784,19.181950665421784,42.993273873338374,-10.216698117408576,51.91343415238737,0.0,0.0,-250.0,148.55676376400345,53.45585611936078,-217.14204751382425,0.0,0.0,-250.00000223057026,-540.6371243521369,1056.232944269293,-737.8914685934934,-4.23069695476043,3.805763963237178,-1.6592460030850449
1.48,-0.43250833928589244,0.5177166571654773,-0.5127022602223417,-1.5525324210934093,0.23152447624273925,6.610321888850961,0.0031783346899680936,0.0022068151461928486,0.0031633849143932148,19.181950665421784,19.181950665421784,19.181950665421784,44.047235813619686,-10.490324065252537,48.17736670045573,0.0,0.0,-250.0,138.11518855847157,65.07616872700386,-217.41364792575612,0.0,0.0,-250.00000223057026,-536.4765288685383,1023.4092936937196,-644.1376523867656,-3.98603894752858,3.597507199023102,-1.585199444503843
1.49,-0.4437659478801425,0.5162753132168448,-0.4450968982170777,-0.7878944465361738,-0.44645341830023444,6.88783659527836,0.0031760751788336003,0.0022173799335564546,0.0031633849143932148,19.181950665421784,19.181950665421784,19.181950665421784,44.64887347970676,-10.369087932961481,44.28779631917248,0.0,0.0,-250.0,127.0418907060779,74.60049942784161,-217.77304259427365,0.0,0.0,-250.00000223057026,-535.6883814974802,989.7604667750204,-535.9272023826975,-3.761145425586244,3.3981019359161,-1.5035774720305246
1.5,-0.4478112709674586,0.508238301261554,-0.3745536554814813,-0.10344950922918689,-1.0911981814540375,7.194755556907743,0.0031580896081565453,0.002225476815603892,0.0031633849143932148,19.181950665421784,19.181950665421784,19.181950665421784,44.841918339880664,-9.871841483000152,40.228222918867054,0.0,0.0,-250.0,115.30342558579376,82.18403038482191,-218.30602653935506,0.0,0.0,-250.00000223057026,-539.1588912966596,949.830554550517,-414.3997654054328,-3.5598380910688157,3.208471123217888,-1.4133071892035522
1.51,-0.4454764148891918,0.4939195334407247,-0.3008039890275758,0.49657644226278325,-1.706653735568912,7.525076407688837,0.0031569022624923842,0.002225476815603892,0.0031633849143932148,19.181950665421784,19.181950665421784,19.181950665421784,44.67424063956304,-9.01632308818426,35.98365480596136,0.0,0.0,-250.0,102.81390322014774,88.01647735712503,-219.0031541886251,0.0,0.0,-250.00000223057026,-539.8988774624733,902.7093846019177,-285.2756312616299,-3.383359870026307,3.02745478376742,-1.3161539978007273
