Time,e1,e2,e3,edot1,edot2,edot3,mu1,mu2,mu3,SetAngle1,SetAngle2,SetAngle3,ActualAngle1,ActualAngle2,ActualAngle3,X0,Y0,Z0,Actual_X,Actual_Y,Actual_Z,X_Set,Y_Set,Z_Set,refCurr1,refCurr2,refCurr3,ActualCurr1,ActualCurr2,ActualCurr3
0.0,-0.0065108975395560265,-9.94837682810612e-05,-0.0065108975395560265,-4.203895392974451e-45,4.203895392974451e-45,-4.203895392974451e-45,0.002945690369413093,0.0043162652508964006,0.002945690369413093,-0.005686595269523741,-0.005686595269523741,-0.005686595269523741,0.36734694242477417,0.0,0.36734694242477417,0.0,0.0,-184.0,0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,-1.433179351732963e-14,-184.0000024755281,-0.27677613496780396,-0.051230333745479584,-0.23131082952022552,-0.6238226294517517,0.05220349133014679,0.11970186233520508
0.04,-0.0065108975395560265,-9.94837682810612e-05,-0.0065108975395560265,-4.203895392974451e-45,4.203895392974451e-45,-4.203895392974451e-45,0.002945690369413093,0.0043162652508964006,0.002945690369413093,0.4142868312709749,-0.21306591342523187,-0.21306591342523187,0.36734694242477417,0.0,0.36734694242477417,0.0,1.3888888888888888,-184.0,0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,1.388888929631816,-184.00000247525816,-0.2734619677066803,-0.047732576727867126,-0.22875970602035522,-0.8633377552032471,-0.11231312155723572,-0.09954793751239777
0.08,0.0008194851689040661,-0.0037192965392023325,-0.01013070996850729,0.001779785961844027,-0.0008788755512796342,-0.0008788753766566515,0.004268481837423765,0.0039373824396737095,0.0028111752804996374,0.8377436556922286,-0.4169842784555035,-0.4169842784555035,0.36734694242477417,0.0,0.36734694242477417,0.0,2.7777777777777777,-184.0,0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,2.7777778591786118,-184.00000247444999,-0.0963229089975357,-0.11692092567682266,-0.32577213644981384,-0.4023556113243103,0.1796504706144333,-0.053337544202804565
0.12,0.0017977962270379066,-0.007278022821992636,-0.01368943601846695,-0.04785187542438507,-0.0008687971858307719,-0.0008687971858307719,0.004201848617821708,0.003143225133943969,0.0026328073460530083,1.264637646746067,-0.6174374392463308,-0.6174374392463308,0.7346938848495483,0.0,0.36734694242477417,0.0,4.166666666666666,-184.0,0.7086145065454629,1.2272286328209885,-185.13715240197683,0.0,4.166666788627427,-184.00000247310643,-0.0995669811964035,-0.17969083786010742,-0.4089150130748749,-0.6977651119232178,-0.09104233235120773,-0.9062283635139465
0.16,0.0028371941298246384,-0.010775662958621979,-0.017187077552080154,-0.15287792682647705,-0.0010040162596851587,-0.0010040168417617679,0.004202483377797151,0.0027590342394170127,0.0025945035961760145,1.6949213999856334,-0.8144214223418295,-0.8144214223418295,1.1020407676696777,0.0,0.36734694242477417,0.0,5.555555555555555,-184.0,0.7100226724404864,2.0493118786743314,-185.50633581339795,0.0,5.555555717965612,-184.0000024712306,-0.13216738402843475,-0.2914591133594513,-0.5351651906967163,-0.5601125955581665,-0.14448727667331696,-0.7620416879653931
0.2,0.003935931250452995,-0.01421396154910326,-0.01421396154910326,-1.9276903913123533e-05,-0.00031563357333652675,0.0013218856183812022,0.0036628426093936774,0.0026224189480206074,0.002622402935827768,2.128546368772262,-1.0079325314075522,-1.0079325314075522,1.4693877696990967,0.0,0.0,0.0,6.944444444444445,-184.0,0.0,3.2786099842531713,-185.48981376096114,0.0,6.944444647180646,-184.00000246882576,-0.02307332307100296,-0.38489073514938354,-0.4432740807533264,-0.6206843852996826,-1.345691204071045,-0.9429358243942261
0.24,0.005092263221740723,-0.017591172829270363,-0.017591172829270363,-0.027081293985247612,-0.00028261111583560705,-0.00028151951846666634,0.0033928425108995476,0.002592998803739275,0.002592998801886635,2.5654628969160207,-1.1979673464295078,-1.1979673464295078,1.8367347717285156,0.0,0.0,0.0,8.333333333333332,-184.0,0.0,4.106095302894083,-185.8504579384079,0.0,8.333333576260197,-184.00000246589542,-0.009717524982988834,-0.5187394022941589,-0.5411199927330017,-0.37185513973236084,-1.0104297399520874,-0.8975229263305664
0.28,0.0063079409301280975,-0.02090904302895069,-0.02090904302895069,-0.0022280605044215918,-0.00027779489755630493,-0.0002777941117528826,0.0030050168606659553,0.0025879289416517264,0.0025879289416515018,3.0056202528953464,-1.3845227226503565,-1.3845227226503565,2.2040815353393555,0.0,0.0,0.0,9.722222222222221,-184.0,0.0,4.936706053388413,-186.20806377766627,0.0,9.722222505192178,-184.00000246244346,0.03918539732694626,-0.6067141890525818,-0.6347291469573975,0.23530139029026031,-1.3976576328277588,-0.9355693459510803
0.32,0.0011663064360618591,-0.017752669751644135,-0.02416408434510231,-0.018179450184106827,0.021541422232985497,-0.0005951664061285555,0.004251094719234977,0.0025924466886401193,0.002587929032373414,3.448966665596679,-1.5675957892444874,-1.5675957892444874,2.9387755393981934,-0.36734694242477417,0.0,0.0,11.11111111111111,-184.0,0.7140937414542162,7.005947075364886,-186.5183209327343,0.0,11.111111433964691,-184.0000024584738,-0.05631156638264656,-0.4983051121234894,-0.7068463563919067,-0.9894036650657654,-1.3143051862716675,-1.9155192375183105
0.36,0.0024936795234680176,-0.014536954462528229,-0.02735978178679943,-0.028845690190792084,0.41274815797805786,-0.000783297698944807,0.004056199870178604,0.0026131918004663633,0.0025879290861398566,3.895449361510757,-1.7471839477341022,-1.7471839477341022,3.3061225414276123,-0.7346938848495483,0.0,0.0,12.5,-184.0,1.4280379595702781,8.24086100931757,-186.46298009672645,0.0,12.500000362566114,-184.0000024539906,-0.05819627270102501,-0.17675144970417023,-0.8206682801246643,-0.5839851498603821,-0.13680821657180786,-1.327607274055481
0.4,0.0038734152913093567,-0.01767156459391117,-0.024082977324724197,-0.01622743532061577,0.00012672145385295153,0.017718516290187836,0.003708323928788837,0.0025927348710918672,0.0025879237577264127,4.3450146033180586,-1.9232848701482805,-1.9232848701482805,3.6734695434570312,-0.7346938848495483,-0.36734694242477417,0.0,13.88888888888889,-184.0,0.7139455700172559,9.47529584374693,-186.4079990673845,0.0,13.888889290984979,-184.00000244899834,-0.014664129354059696,-0.5152331590652466,-0.7073556184768677,-0.7902594208717346,-1.3994135856628418,-1.4900814294815063
0.44,0.005309000611305237,-0.020745089277625084,-0.02715650200843811,-0.4420197010040283,-0.0013675023801624775,-0.0012974283890798688,0.004546092680549778,0.0025879292530463496,0.0025879292330306656,4.7976077297920146,-2.0958964969277063,-2.0958964969277063,4.040816307067871,-0.7346938848495483,-0.36734694242477417,0.0,15.277777777777777,-184.0,0.7152418780793597,10.318403458674812,-186.7425886018411,0.0,15.277778219210072,-184.00000244350161,-0.21950584650039673,-0.5982949137687683,-0.803035318851471,-0.5220914483070374,-1.6516692638397217,-1.7811728715896606
0.48,0.0003855302929878235,-0.01734611764550209,-0.023757530376315117,-0.3277297914028168,0.013532453216612339,0.08663232624530792,0.004538941394026869,0.0025938457351495237,0.002587903208604186,5.253173196945098,-2.2650170345774976,-2.2650170345774976,4.775510311126709,-1.1020407676696777,-0.7346938848495483,0.0,16.666666666666664,-184.0,0.7149979615078446,12.788892925679008,-186.5884681562748,0.0,16.66666714723052,-184.00000243750526,-0.24426698684692383,-0.5058223009109497,-0.6623417735099792,-0.5848183631896973,-1.2675700187683105,-1.3667100667953491
0.52,0.0019258484244346619,-0.020297467708587646,-0.026708880439400673,-0.01843147538602352,-0.0010707654291763902,-0.0008232630207203329,0.004146661562088634,0.0025882113076414787,0.002587929097560528,5.711654620339391,-2.4306449530710497,-2.4306449530710497,5.142857074737549,-1.1020407676696777,-0.7346938848495483,0.0,18.055555555555554,-184.0,0.7162494931640025,13.638943664154116,-186.90860070884662,0.0,18.055556075035568,-184.00000243101414,-0.04797543212771416,-0.6009445190429688,-0.8099105358123779,-0.7046164870262146,-1.4851326942443848,-1.5025817155838013
0.56,0.00351676344871521,-0.01677631586790085,-0.02959914319217205,-0.18464423716068268,0.1667097955942154,-0.0012897173874080181,0.0041521467881631465,0.0025959164321187255,0.00258792923082805,6.172994818480228,-2.5927789830078436,-2.5927789830078436,5.510204315185547,-1.4693877696990967,-0.7346938848495483,0.0,19.444444444444443,-184.0,1.4321583621183722,14.874582506173939,-186.80943027277337,0.0,19.4444450026149,-184.00000242403354,-0.11293463408946991,-0.4084096848964691,-0.9021552205085754,-0.5626777410507202,-0.5073001384735107,-1.3948123455047607
