Time,e1,e2,e3,edot1,edot2,edot3,Kp,Ki,Kd,SetAngle1,SetAngle2,SetAngle3,ActualAngle1,ActualAngle2,ActualAngle3,X0,Y0,Z0,Actual_X,Actual_Y,Actual_Z,X_Set,Y_Set,Z_Set,refCurr1,refCurr2,refCurr3,ActualCurr1,ActualCurr2,ActualCurr3
0.0,-0.0065108975395560265,-9.94837682810612e-05,-9.94837682810612e-05,-4.203895392974451e-45,4.203895392974451e-45,4.203895392974451e-45,1050.0,10,0.015,-0.005686595269523741,-0.005686595269523741,-0.005686595269523741,0.36734694242477417,0.0,0.0,0.0,0.0,-184.0,0.0,0.8149462349152361,-184.3899101585922,0.0,-1.433179351732963e-14,-184.0000024755281,-0.1636808216571808,-0.016660187393426895,-0.0330035500228405,0.13854990899562836,-0.06822222471237183,0.07828334718942642
0.04,-0.0065108975395560265,-9.94837682810612e-05,-9.94837682810612e-05,-4.203895392974451e-45,4.203895392974451e-45,4.203895392974451e-45,1050.0,10,0.015,0.4142868312709749,-0.21306591342523187,-0.21306591342523187,0.36734694242477417,0.0,0.0,0.0,1.3888888888888888,-184.0,0.0,0.8149462349152361,-184.3899101585922,0.0,1.388888929631816,-184.00000247525816,-0.14269118010997772,-0.0006215375615283847,-0.016613077372312546,-0.1294577419757843,-0.2651059329509735,-0.12992502748966217
0.08,0.0008194851689040661,-0.0037192965392023325,-0.0037192965392023325,9.515245579308496e-13,-4.69871808562311e-13,-4.69871808562311e-13,1050.0,10,0.015,0.8377436556922286,-0.4169842784555035,-0.4169842784555035,0.36734694242477417,0.0,0.0,0.0,2.7777777777777777,-184.0,0.0,0.8149462349152361,-184.3899101585922,0.0,2.7777778591786118,-184.00000247444999,-0.026032615453004837,-0.07622402161359787,-0.07720880955457687,0.05995111167430878,-0.19895154237747192,-0.16258125007152557
0.12,0.0017977962270379066,-0.007278022821992636,-0.007278022821992636,-1.1549996997928247e-05,-3.403180244120757e-13,-3.403180244120757e-13,1050.0,10,0.015,1.264637646746067,-0.6174374392463308,-0.6174374392463308,0.7346938848495483,0.0,0.0,0.0,4.166666666666666,-184.0,0.0,1.6330321028263182,-184.75951428203763,0.0,4.166666788627427,-184.00000247310643,0.004087882582098246,-0.15192650258541107,-0.1595713049173355,0.5720174908638,-0.27944669127464294,-0.08018714934587479
0.16,-0.0035742204636335373,-0.010775662958621979,-0.010775662958621979,-0.0003762854903470725,-2.2022904062456855e-13,-2.2022904062456855e-13,1050.0,10,0.015,1.6949213999856334,-0.8144214223418295,-0.8144214223418295,1.4693877696990967,0.0,0.0,0.0,5.555555555555555,-184.0,0.0,3.2786099842531713,-185.48981376096114,0.0,5.555555717965612,-184.0000024712306,-0.10504315048456192,-0.2052014023065567,-0.21483083069324493,-0.15592628717422485,-0.2238321602344513,-0.132857084274292
0.2,-0.0024754833430051804,-0.01421396154910326,-0.01421396154910326,-9.720401372703691e-09,-2.380520368501504e-13,-2.380520368501504e-13,1050.0,10,0.015,2.128546368772262,-1.0079325314075522,-1.0079325314075522,1.8367347717285156,0.0,0.0,0.0,6.944444444444445,-184.0,0.0,4.106095302894083,-185.8504579384079,0.0,6.944444647180646,-184.00000246882576,-0.0880739763379097,-0.26714861392974854,-0.28119957447052,0.1513245850801468,-0.4080806374549866,-0.2256448119878769
0.24,-0.0013191476464271545,-0.017591172829270363,-0.017591172829270363,-2.5649649515457895e-08,-2.338226725955017e-13,-2.338226725955017e-13,1050.0,10,0.015,2.5654628969160207,-1.1979673464295078,-1.1979673464295078,2.2040815353393555,0.0,0.0,0.0,8.333333333333332,-184.0,0.0,4.936706053388413,-186.20806377766627,0.0,8.333333576260197,-184.00000246589542,-0.06875023245811462,-0.33324524760246277,-0.33709007501602173,0.07477100193500519,-0.5303869247436523,-0.40903061628341675
0.28,-0.00010347366333007812,-0.02090904302895069,-0.02090904302895069,-0.006979628000408411,-2.2971403425275927e-13,-2.2971403425275927e-13,1050.0,10,0.015,3.0056202528953464,-1.3845227226503565,-1.3845227226503565,2.5714285373687744,0.0,0.0,0.0,9.722222222222221,-184.0,0.0,5.770439439177291,-186.56260582370103,0.0,9.722222505192178,-184.00000246244346,-0.025185031816363335,-0.3648945391178131,-0.37429216504096985,-0.3037254512310028,-0.98067307472229,-0.8045409321784973
0.32,-0.0052451081573963165,-0.02416408434510231,-0.02416408434510231,-0.00037443218752741814,-2.2559837570094998e-13,-2.2559837570094998e-13,1050.0,10,0.015,3.448966665596679,-1.5675957892444874,-1.5675957892444874,3.3061225414276123,0.0,0.0,0.0,11.11111111111111,-184.0,0.0,7.4472560671002235,-187.26239356767093,0.0,11.111111433964691,-184.0000024584738,-0.13578061759471893,-0.4323525130748749,-0.44637998938560486,-0.05479542911052704,-1.2977312803268433,-0.9758434891700745
0.36,-0.003917735069990158,-0.02735978178679943,-0.02735978178679943,-7.361771281466645e-07,-2.2148510239392016e-13,-2.2148510239392016e-13,1050.0,10,0.015,3.895449361510757,-1.7471839477341022,-1.7471839477341022,3.6734695434570312,0.0,0.0,0.0,12.5,-184.0,0.0,8.29033061854632,-187.6075868379748,0.0,12.500000362566114,-184.0000024539906,-0.11111057549715042,-0.48673462867736816,-0.5042746067047119,0.007991690188646317,-1.5369257926940918,-1.16483473777771
0.4,0.0038734152913093567,-0.024082977324724197,-0.030494391918182373,4.589860392797962e-13,0.5617214441299438,-1.846638754453636e-13,1050.0,10,0.015,4.3450146033180586,-1.9232848701482805,-1.9232848701482805,3.6734695434570312,-0.36734694242477417,0.0,0.0,13.88888888888889,-184.0,0.7167396819572296,8.687001289409992,-187.20684530333682,0.0,13.888889290984979,-184.00000244899834,-0.0028093408327549696,-0.2872328758239746,-0.5622203350067139,1.061916470527649,-0.540768027305603,-1.160501480102539
0.44,0.005309000611305237,-0.02715650200843811,-0.033567916601896286,-0.002658044220879674,-3.287971498257096e-14,-2.1346108474568082e-13,1050.0,10,0.015,4.7976077297920146,-2.0958964969277063,-2.0958964969277063,4.040816307067871,-0.36734694242477417,0.0,0.0,15.277777777777777,-184.0,0.7180445767847897,9.532161247104172,-187.54637808439756,0.0,15.277778219210072,-184.00000244350161,0.03502979502081871,-0.48981335759162903,-0.6202143430709839,1.1856647729873657,-1.3398590087890625,-1.3887056112289429
0.48,-0.006025880575180054,-0.030168943107128143,-0.03658035770058632,-1.9150120351696387e-05,-2.0900125976674316e-13,-2.0900125976674316e-13,1050.0,10,0.015,5.253173196945098,-2.2650170345774976,-2.2650170345774976,5.142857074737549,-0.36734694242477417,0.0,0.0,16.666666666666664,-184.0,0.7218857530702714,12.086117649640192,-188.5457437151679,0.0,16.66666714723052,-184.00000243750526,-0.14865775406360626,-0.5527516603469849,-0.6766475439071655,0.0990447998046875,-1.2711329460144043,-1.4266632795333862
0.52,0.0019258484244346619,-0.0331202931702137,-0.039531707763671875,5.516806629579651e-13,-2.0476285597648136e-13,-2.0476285597648136e-13,1050.0,10,0.015,5.711654620339391,-2.4306449530710497,-2.4306449530710497,5.142857074737549,-0.36734694242477417,0.0,0.0,18.055555555555554,-184.0,0.7218857530702714,12.086117649640192,-188.5457437151679,0.0,18.055556075035568,-184.00000243101414,0.030304310843348503,-0.58527010679245,-0.7127106189727783,0.47966113686561584,-1.8430335521697998,-1.6842577457427979
0.56,-0.0028946474194526672,-0.023187730461359024,-0.04242197051644325,-1.7609971761703491,0.04954744875431061,-2.0031636668426528e-13,1050.0,10,0.015,6.172994818480228,-2.5927789830078436,-2.5927789830078436,5.877551078796387,-1.1020407676696777,0.0,0.0,19.444444444444443,-184.0,2.164548060832719,14.579086910555288,-188.35571957036902,0.0,19.4444450026149,-184.00000242403354,-0.5667597055435181,-0.39742639660835266,-0.7669597268104553,-0.05708181858062744,-1.0190714597702026,-2.1155662536621094
0.6,-0.007666274905204773,-0.019607238471508026,-0.04525289312005043,-0.00037811591755598783,4.697871645475971e-06,-1.9640758745949338e-13,1050.0,10,0.015,6.637135857208807,-2.7514181125285178,-2.7514181125285178,6.612245082855225,-1.4693877696990967,0.0,0.0,20.833333333333332,-184.0,2.8900153673400206,16.68697131062285,-188.5533715260242,0.0,20.833333929958233,-184.00000241656872,-0.1729477047920227,-0.36242836713790894,-0.8247089385986328,0.009243600070476532,-1.043596625328064,-2.310269832611084
0.64,0.00043380260467529297,-0.022375334054231644,-0.04802098870277405,5.612913562755284e-13,-1.9184804298574137e-13,-1.9184941179098414e-13,1050.0,10,0.015,7.104019095007103,-2.9065615839906056,-2.9065615839906056,6.612245082855225,-1.4693877696990967,0.0,0.0,22.22222222222222,-184.0,2.8900153673400206,16.68697131062285,-188.5533715260242,0.0,22.222222857055737,-184.0000024086252,-0.036188069730997086,-0.4193536937236786,-0.8835554718971252,0.06487137079238892,-1.1116572618484497,-2.2970879077911377
0.68,0.002171330153942108,-0.025084085762500763,-0.05072974041104317,-0.3272676467895508,-1.877363282193345e-13,-1.877363282193345e-13,1050.0,10,0.015,7.573585229126211,-3.0582088904082383,-3.0582088904082383,6.9795918464660645,-1.4693877696990967,0.0,0.0,23.61111111111111,-184.0,2.8947858991935767,17.55306012309897,-188.8593611656014,0.0,23.61111178389777,-184.0000024002087,-0.04629689082503319,-0.4715445637702942,-0.9303086400032043,-0.06687493622303009,-1.1762782335281372,-2.2243175506591797
0.72,-0.0024554282426834106,-0.027730002999305725,-0.05337565764784813,-6.327033042907715e-05,-2.1596716385727244e-13,-2.1596716385727244e-13,1050.0,10,0.015,8.04577434244763,-3.206359771659947,-3.206359771659947,7.714285373687744,-1.4693877696990967,0.0,0.0,25.0,-184.0,2.904172389786569,19.29418923235215,-189.46118854855712,0.0,25.0000007104751,-184.0000023913248,-0.08402679860591888,-0.5050987005233765,-0.9404240250587463,0.018397748470306396,-1.6734685897827148,-2.6101813316345215
0.76,-0.0006254017353057861,-0.030316580086946487,-0.049550820142030716,-1.1689176293572245e-09,-2.254172868330906e-13,0.2128814309835434,1050.0,10,0.015,8.52052595098531,-3.351014210467858,-3.351014210467858,8.081632614135742,-1.4693877696990967,-0.36734694242477417,0.0,26.38888888888889,-184.0,2.1773582107659184,20.54609442009137,-189.33904898856105,0.0,26.388889636778583,-184.00000238197964,-0.04337656497955322,-0.5486359000205994,-0.8229164481163025,-0.019384488463401794,-1.7883248329162598,-2.5013580322265625
0.8,0.0012482702732086182,-0.026428915560245514,-0.05207457020878792,-1.086580753326416,1.2319426900830877e-07,-7.702805136355212e-14,1050.0,10,0.015,8.997779051935222,-3.4921724281528865,-3.4921724281528865,8.448980331420898,-1.8367347717285156,-0.36734694242477417,0.0,27.77777777777778,-184.0,2.901881531563912,21.79536505141905,-189.18795952755528,0.0,27.777778562799575,-184.00000237217915,-0.29786416888237,-0.48610812425613403,-0.9496253132820129,0.295911580324173,-1.6504135131835938,-2.467036485671997
0.84,-0.0032441020011901855,-0.02889331802725792,-0.054538972675800323,-0.00044919009087607265,-1.7133492432978847e-13,-1.7133492432978847e-13,1050.0,10,0.015,9.477472172178379,-3.6298348801693767,-3.6298348801693767,9.183673858642578,-1.8367347717285156,-0.36734694242477417,0.0,29.166666666666664,-184.0,2.910790449636304,23.55511724952937,-189.7528345252855,0.0,29.166667488529466,-184.0000023619296,-0.1030057743191719,-0.5262158513069153,-0.9913766980171204,-0.020540080964565277,-2.017488479614258,-2.6663970947265625
0.88,-0.0012831836938858032,-0.031294889748096466,-0.05694054439663887,-1.932070725629842e-09,-1.4177398946664532e-13,-1.4177398946664532e-13,1050.0,10,0.015,9.959543417142768,-3.7640022514240288,-3.7640022514240288,9.551020622253418,-1.8367347717285156,-0.36734694242477417,0.0,30.555555555555554,-184.0,2.9151649649619142,24.439364020756294,-190.03000922631216,0.0,30.55555641396026,-184.00000235123719,-0.06176283210515976,-0.5651887059211731,-1.0442713499069214,0.02203540876507759,-1.7512441873550415,-2.4782450199127197
0.92,0.0007178932428359985,-0.03363712131977081,-0.046459950506687164,-0.18094931542873383,-1.6284112188021116e-13,7.687207471462898e-06,1050.0,10,0.015,10.443930519929495,-3.894675451382898,-3.894675451382898,9.918368339538574,-1.8367347717285156,-1.1020407676696777,0.0,31.944444444444443,-184.0,1.4540710708372353,26.058502233437228,-189.44244510517595,0.0,31.94444533908398,-184.00000234010827,-0.06776735186576843,-0.616642415523529,-0.873045027256012,0.08964400738477707,-1.9226529598236084,-1.9705557823181152
0.96,-0.003650560975074768,-0.03591827303171158,-0.04874110221862793,-0.005932691507041454,-1.8352305081442005e-13,-1.8352076043733068e-13,1050.0,10,0.015,10.930570890608767,-4.021855608971154,-4.021855608971154,10.653061866760254,-1.8367347717285156,-1.1020407676696777,0.0,33.33333333333333,-184.0,1.4582847905222842,27.836207584110657,-189.97002356558872,0.0,33.33333426389309,-184.00000232854944,-0.10841872543096542,-0.6366595029830933,-0.8985905647277832,-0.1658882349729538,-2.2985846996307373,-2.0426316261291504
