Time,e1,e2,e3,edot1,edot2,edot3,eta1,eta2,eta3,SetAngle1,SetAngle2,SetAngle3,ActualAngle1,ActualAngle2,ActualAngle3,X0,Y0,Z0,Actual_X,Actual_Y,Actual_Z,X_Set,Y_Set,Z_Set,refCurr1,refCurr2,refCurr3,ActualCurr1,ActualCurr2,ActualCurr3
0.0,-9.94837682810612e-05,-9.94837682810612e-05,-9.94837682810612e-05,-4.203895392974451e-45,-4.203895392974451e-45,-4.203895392974451e-45,650.0,650.0,650.0,-0.005686595269523741,-0.005686595269523741,-0.005686595269523741,0.0,0.0,0.0,0.0,0.0,-184.0,0.0,-7.165896722166769e-15,-184.0173703997271,0.0,-1.433179351732963e-14,-184.0000024755281,-0.1095309853553772,-0.10832654684782028,-0.11012119799852371,-0.08397339284420013,-0.10718851536512375,-0.018902093172073364
0.04,-9.94837682810612e-05,-9.94837682810612e-05,-9.94837682810612e-05,-4.203895392974451e-45,-4.203895392974451e-45,-4.203895392974451e-45,650.0,650.0,650.0,0.4142868312709749,-0.21306591342523187,-0.21306591342523187,0.0,0.0,0.0,0.0,1.3888888888888888,-184.0,0.0,-7.165896722166769e-15,-184.0173703997271,0.0,1.388888929631816,-184.00000247525816,-0.11265905201435089,-0.11142896115779877,-0.11282474547624588,0.049542877823114395,0.000360243022441864,0.0640077069401741
0.08,0.0008194851689040661,0.0026921171229332685,-0.0037192965392023325,-0.47089892625808716,0.570424497127533,-0.08228837698698044,650.0,650.0,650.0,0.8377436556922286,-0.4169842784555035,-0.4169842784555035,0.36734694242477417,-0.36734694242477417,0.0,0.0,2.7777777777777777,-184.0,0.7044638353187561,1.2200035384114245,-184.01190244835163,0.0,2.7777778591786118,-184.00000247444999,-0.7528613209724426,0.7609701752662659,-0.6228872537612915,-1.2441697120666504,1.819559097290039,-0.8183751106262207
0.12,0.0017977962270379066,-0.007278022821992636,-0.007278022821992636,-1.0576021671295166,-0.1595185548067093,-0.23320524394512177,650.0,650.0,650.0,1.264637646746067,-0.6174374392463308,-0.6174374392463308,0.7346938848495483,0.0,0.0,0.0,4.166666666666666,-184.0,0.0,1.6330321028263182,-184.75951428203763,0.0,4.166666788627427,-184.00000247310643,0.2558146119117737,-0.6357540488243103,-0.6774235367774963,1.8618426322937012,-1.3780566453933716,0.02694109082221985
0.16,-0.0035742204636335373,-0.004364249296486378,-0.004364249296486378,-0.43839511275291443,-0.1640527993440628,0.3955361247062683,650.0,650.0,650.0,1.6949213999856334,-0.8144214223418295,-0.8144214223418295,1.4693877696990967,-0.36734694242477417,-0.36734694242477417,0.0,5.555555555555555,-184.0,0.0,4.081795161050506,-184.72117563625696,0.0,5.555555717965612,-184.0000024712306,-0.7594172358512878,-0.6448277235031128,0.6603216528892517,0.30983197689056396,-0.9888535141944885,0.889112114906311
0.2,-0.0024754833430051804,-0.007802547886967659,-0.007802547886967659,-0.12924395501613617,-0.02994963526725769,0.03354675695300102,650.0,650.0,650.0,2.128546368772262,-1.0079325314075522,-1.0079325314075522,1.8367347717285156,-0.36734694242477417,-0.36734694242477417,0.0,6.944444444444445,-184.0,0.0,4.907452369763382,-185.07677552918344,0.0,6.944444647180646,-184.00000246882576,-0.5902172327041626,-0.5513451099395752,-0.5386974215507507,-1.0104204416275024,-1.4211972951889038,-0.9578180909156799
0.24,-0.0013191476464271545,0.0016430672258138657,-0.004768345504999161,-0.7426362037658691,0.10365511476993561,0.11341658234596252,650.0,650.0,650.0,2.5654628969160207,-1.1979673464295078,-1.1979673464295078,2.2040815353393555,-1.1020407676696777,-0.7346938848495483,0.0,8.333333333333332,-184.0,0.7059013883248616,6.9229293706466475,-184.25912722105264,0.0,8.333333576260197,-184.00000246589542,-0.9060426354408264,0.583279550075531,-0.5611463785171509,2.234753370285034,2.6440012454986572,-0.6260466575622559
0.28,0.0063079409301280975,-0.00808621570467949,-0.0016748029738664627,0.7080702781677246,-0.24174728989601135,0.27566421031951904,650.0,650.0,650.0,3.0056202528953464,-1.3845227226503565,-1.3845227226503565,2.2040815353393555,-0.7346938848495483,-1.1020407676696777,0.0,9.722222222222221,-184.0,-0.7059013883248616,6.9229293706466475,-184.25912722105264,0.0,9.722222505192178,-184.00000246244346,0.8150776028633118,-0.7155821323394775,0.5993112921714783,-0.7340551614761353,-1.2206518650054932,1.5163289308547974
0.32,0.0011663064360618591,-0.004929844290018082,-0.004929844290018082,-0.038493964821100235,-0.09601522982120514,0.27173182368278503,650.0,650.0,650.0,3.448966665596679,-1.5675957892444874,-1.5675957892444874,2.9387755393981934,-1.1020407676696777,-1.1020407676696777,0.0,11.11111111111111,-184.0,0.0,8.97407378839737,-184.54689186740632,0.0,11.111111433964691,-184.0000024584738,0.5989267230033875,-0.6152856945991516,-0.5222355723381042,1.1134915351867676,-1.6059298515319824,0.41994255781173706
0.36,-0.003917735069990158,0.004697287455201149,-0.0017141271382570267,-0.598993718624115,0.5937685966491699,0.5205199718475342,650.0,650.0,650.0,3.895449361510757,-1.7471839477341022,-1.7471839477341022,3.6734695434570312,-1.8367347717285156,-1.4693877696990967,0.0,12.5,-184.0,0.70567933211576,11.799364549970866,-184.0104025383844,0.0,12.500000362566114,-184.0000024539906,-0.861124575138092,0.7285894751548767,0.6750349998474121,0.6156561374664307,0.4206737279891968,1.2698948383331299
0.4,-0.0025379955768585205,-0.004848737269639969,-0.004848737269639969,-0.16869376599788666,-0.5143501162528992,0.010182843543589115,650.0,650.0,650.0,4.3450146033180586,-1.9232848701482805,-1.9232848701482805,4.040816307067871,-1.4693877696990967,-1.4693877696990967,0.0,13.88888888888889,-184.0,0.0,12.25413774643218,-184.73385824284554,0.0,13.888889290984979,-184.00000244899834,-0.6162067651748657,-0.7669246196746826,-0.5581936240196228,-0.5662801861763,1.3540124893188477,-0.7817581295967102
