Time,e1,e2,e3,edot1,edot2,edot3,Kp,Ki,Kd,SetAngle1,SetAngle2,SetAngle3,ActualAngle1,ActualAngle2,ActualAngle3,X0,Y0,Z0,Actual_X,Actual_Y,Actual_Z,X_Set,Y_Set,Z_Set,refCurr1,refCurr2,refCurr3,ActualCurr1,ActualCurr2,ActualCurr3
0.0,-9.94837682810612e-05,-9.94837682810612e-05,-0.0065108975395560265,-4.203895392974451e-45,-4.203895392974451e-45,-4.203895392974451e-45,1050.0,10,0.015,-0.005686595269523741,-0.005686595269523741,-0.005686595269523741,0.0,0.0,0.36734694242477417,0.0,0.0,-184.0,0.7057641421550818,-0.4074731174576288,-184.3899101585922,0.0,-1.433179351732963e-14,-184.0000024755281,-0.04533812403678894,-0.054773490875959396,-0.12800291180610657,0.8009961843490601,1.0752322673797607,0.022917678579688072
0.04,-9.94837682810612e-05,-9.94837682810612e-05,-9.94837682810612e-05,-4.203895392974451e-45,-4.203895392974451e-45,0.00015632026770617813,1050.0,10,0.015,0.4142868312709749,-0.21306591342523187,-0.21306591342523187,0.0,0.0,0.0,0.0,1.3888888888888888,-184.0,0.0,-7.165896722166769e-15,-184.0173703997271,0.0,1.388888929631816,-184.00000247525816,0.022433830425143242,0.025509001687169075,-0.038192808628082275,0.6166209578514099,0.6579955816268921,0.36687397956848145
0.08,0.0008194851689040661,-0.0037192965392023325,-0.0037192965392023325,-2.125952278220211e-06,-1.5295952709732524e-13,-1.5293322164211531e-13,1050.0,10,0.015,0.8377436556922286,-0.4169842784555035,-0.4169842784555035,0.36734694242477417,0.0,0.0,0.0,2.7777777777777777,-184.0,0.0,0.8149462349152361,-184.3899101585922,0.0,2.7777778591786118,-184.00000247444999,-0.028624283149838448,-0.0720275342464447,-0.0796341598033905,0.6471979022026062,-0.18810570240020752,-0.051400672644376755
0.12,0.008209209889173508,-0.007278022821992636,-0.007278022821992636,2.0743186356954324e-13,-9.98946476753193e-14,-9.98946476753193e-14,1050.0,10,0.015,1.264637646746067,-0.6174374392463308,-0.6174374392463308,0.36734694242477417,0.0,0.0,0.0,4.166666666666666,-184.0,0.0,0.8149462349152361,-184.3899101585922,0.0,4.166666788627427,-184.00000247310643,0.12309572100639343,-0.1398840993642807,-0.14257857203483582,1.5454069375991821,0.01791437342762947,0.0041077882051467896
0.16,0.009248606860637665,-0.010775662958621979,-0.010775662958621979,-0.9373098015785217,-1.494922485497166e-13,-1.494922485497166e-13,1050.0,10,0.015,1.6949213999856334,-0.8144214223418295,-0.8144214223418295,0.7346938848495483,0.0,0.0,0.0,5.555555555555555,-184.0,0.0,1.6330321028263182,-184.75951428203763,0.0,5.555555717965612,-184.0000024712306,-0.12190257757902145,-0.2043779194355011,-0.2063506543636322,0.6239817142486572,0.048057399690151215,0.14251378178596497
0.2,-0.0024754833430051804,-0.01421396154910326,-0.01421396154910326,-0.48699378967285156,-1.5700845300541805e-13,-1.5700845300541805e-13,1050.0,10,0.015,2.128546368772262,-1.0079325314075522,-1.0079325314075522,1.8367347717285156,0.0,0.0,0.0,6.944444444444445,-184.0,0.0,4.106095302894083,-185.8504579384079,0.0,6.944444647180646,-184.00000246882576,-0.1942090094089508,-0.2595142424106598,-0.25952261686325073,0.401244580745697,-0.003374159336090088,-0.061114922165870667
0.24,-0.0013191476464271545,-0.017591172829270363,-0.017591172829270363,-2.409733679087367e-05,-2.1345169284436166e-13,-2.1345169284436166e-13,1050.0,10,0.015,2.5654628969160207,-1.1979673464295078,-1.1979673464295078,2.2040815353393555,0.0,0.0,0.0,8.333333333333332,-184.0,0.0,4.936706053388413,-186.20806377766627,0.0,8.333333576260197,-184.00000246589542,-0.024836409837007523,-0.3167192041873932,-0.3213506042957306,0.02219044417142868,-0.5399495959281921,-0.2849106192588806
0.28,-0.00010347366333007812,-0.01449762936681509,-0.02090904302895069,-3.0470648226810226e-08,1.0399000410776793e-10,-1.9586655702289596e-13,1050.0,10,0.015,3.0056202528953464,-1.3845227226503565,-1.3845227226503565,2.5714285373687744,-0.36734694242477417,0.0,0.0,9.722222222222221,-184.0,0.7127528970206661,6.170062388140151,-186.16938189978487,0.0,9.722222505192178,-184.00000246244346,0.00013215449871495366,-0.2594737112522125,-0.3800490200519562,0.48271870613098145,-0.5537283420562744,-0.6327246427536011
0.32,0.0011663064360618591,-0.017752669751644135,-0.02416408434510231,-1.0639711945259478e-05,-2.2559811820293402e-13,-2.2559837570094998e-13,1050.0,10,0.015,3.448966665596679,-1.5675957892444874,-1.5675957892444874,2.9387755393981934,-0.36734694242477417,0.0,0.0,11.11111111111111,-184.0,0.7140937414542162,7.005947075364886,-186.5183209327343,0.0,11.111111433964691,-184.0000024584738,0.005892631597816944,-0.3139645755290985,-0.43617117404937744,0.5779166221618652,-0.6157846450805664,-0.6884506940841675
0.36,0.0024936795234680176,-0.014536954462528229,-0.020948369055986404,-8.570322784784423e-10,2.8073258363292553e-05,0.2516702711582184,1050.0,10,0.015,3.895449361510757,-1.7471839477341022,-1.7471839477341022,3.3061225414276123,-0.7346938848495483,-0.36734694242477417,0.0,12.5,-184.0,0.7126372717682667,8.63524076707839,-186.0702625721929,0.0,12.500000362566114,-184.0000024539906,0.0186835378408432,-0.2542932629585266,-0.28975698351860046,1.281394124031067,-0.42545682191848755,-0.389016330242157
0.4,-0.0025379955768585205,-0.01767156459391117,-0.024082977324724197,-1.2927827128805802e-06,-1.8504155727214894e-13,-1.265929228848675e-13,1050.0,10,0.015,4.3450146033180586,-1.9232848701482805,-1.9232848701482805,4.040816307067871,-0.7346938848495483,-0.36734694242477417,0.0,13.88888888888889,-184.0,0.7152418780793597,10.318403458674812,-186.7425886018411,0.0,13.888889290984979,-184.00000244899834,-0.04667402058839798,-0.32574617862701416,-0.4443358778953552,0.04521770775318146,-0.49140650033950806,-0.629010021686554
0.44,-0.0011024102568626404,-0.020745089277625084,-0.02715650200843811,-4.593663106788881e-05,-1.8144192474433413e-13,-1.8144192474433413e-13,1050.0,10,0.015,4.7976077297920146,-2.0958964969277063,-2.0958964969277063,4.408163070678711,-0.7346938848495483,-0.36734694242477417,0.0,15.277777777777777,-184.0,0.7165260971134938,11.164559416001962,-187.07400537477895,0.0,15.277778219210072,-184.00000244350161,-0.0144279096275568,-0.36294108629226685,-0.495297372341156,0.02556067332625389,-0.7339044213294983,-0.6719754934310913
0.48,0.0003855302929878235,-0.023757530376315117,-0.030168943107128143,-8.800024806987494e-05,-1.7783592252875596e-13,-1.7783592252875596e-13,1050.0,10,0.015,5.253173196945098,-2.2650170345774976,-2.2650170345774976,4.775510311126709,-0.7346938848495483,-0.36734694242477417,0.0,16.666666666666664,-184.0,0.7177981286331201,12.013759887839896,-187.40222367626444,0.0,16.66666714723052,-184.00000243750526,-0.03352804854512215,-0.42732924222946167,-0.5539585947990417,0.794205904006958,-0.969698965549469,-0.9443080425262451
0.52,0.008337259292602539,-0.026708880439400673,-0.020297467708587646,6.483401055606963e-13,-2.406471289601031e-13,0.2149704545736313,1050.0,10,0.015,5.711654620339391,-2.4306449530710497,-2.4306449530710497,4.775510311126709,-0.7346938848495483,-1.1020407676696777,0.0,18.055555555555554,-184.0,-0.7149979615078446,12.788892925679008,-186.5884681562748,0.0,18.055556075035568,-184.00000243101414,0.13595083355903625,-0.47512829303741455,-0.3075985014438629,1.5090703964233398,-1.4929349422454834,-0.4077295660972595
0.56,0.00351676344871521,-0.01677631586790085,-0.023187730461359024,-0.0003213972086086869,0.003696989268064499,-9.609161204368263e-14,1050.0,10,0.015,6.172994818480228,-2.5927789830078436,-2.5927789830078436,5.510204315185547,-1.4693877696990967,-1.1020407676696777,0.0,19.444444444444443,-184.0,0.7146924131621726,15.255760310077358,-186.4020757134533,0.0,19.4444450026149,-184.00000242403354,0.03785327821969986,-0.30235275626182556,-0.4199140667915344,1.1750767230987549,-0.253440797328949,-0.6052682995796204
0.6,-0.0012548565864562988,-0.01319582387804985,-0.019607238471508026,-1.1237928276841558e-07,5.23870224977685e-10,9.088310434890445e-06,1050.0,10,0.015,6.637135857208807,-2.7514181125285178,-2.7514181125285178,6.244897842407227,-1.8367347717285156,-1.4693877696990967,0.0,20.833333333333332,-184.0,0.7143256877904833,17.718382666258197,-186.18371319578713,0.0,20.833333929958233,-184.00000241656872,-0.012554824352264404,-0.23922239243984222,-0.35835668444633484,-0.11743869632482529,-0.3885490894317627,-0.40278133749961853
0.64,0.006845220923423767,-0.015963919460773468,-0.022375334054231644,4.0645167353331457e-13,-1.3889959332453322e-13,-1.388978721535844e-13,1050.0,10,0.015,7.104019095007103,-2.9065615839906056,-2.9065615839906056,6.244897842407227,-1.8367347717285156,-1.4693877696990967,0.0,22.22222222222222,-184.0,0.7143256877904833,17.718382666258197,-186.18371319578713,0.0,22.222222857055737,-184.0000024086252,0.09744435548782349,-0.2822659909725189,-0.404779314994812,1.2087452411651611,-0.5455143451690674,-0.5272873640060425
