Time,e1,e2,e3,edot1,edot2,edot3,Kp1,Ki1,Kd1,SetAngle1,SetAngle2,SetAngle3,ActualAngle1,ActualAngle2,ActualAngle3,X0,Y0,Z0,Actual_X,Actual_Y,Actual_Z,X_Set,Y_Set,Z_Set,refCurr1,refCurr2,refCurr3,ActualCurr1,ActualCurr2,ActualCurr3
0.0,-0.0065108975395560265,-9.94837682810612e-05,-0.0065108975395560265,-4.203895392974451e-45,4.203895392974451e-45,-4.203895392974451e-45,744.9126203241484,0.21105276039113519,0.006388636130596688,-0.005686595269523741,-0.005686595269523741,-0.005686595269523741,0.36734694242477417,0.0,0.36734694242477417,0.0,0.0,-184.0,0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,-1.433179351732963e-14,-184.0000024755281,-0.10046594589948654,-0.051084112375974655,-0.10837036371231079,-0.18248283863067627,0.599517822265625,0.0800430178642273
0.04,-0.0065108975395560265,-9.94837682810612e-05,-0.0065108975395560265,-4.203895392974451e-45,4.203895392974451e-45,-4.203895392974451e-45,744.9126203241484,0.21105276039113519,0.006388636130596688,0.4142868312709749,-0.21306591342523187,-0.21306591342523187,0.36734694242477417,0.0,0.36734694242477417,0.0,1.3888888888888888,-184.0,0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,1.388888929631816,-184.00000247525816,-0.10475890338420868,0.011059995740652084,-0.10886627435684204,-0.10209343582391739,0.8518533706665039,0.15202845633029938
0.08,0.0008194851689040661,-0.0037192965392023325,-0.01013070996850729,3.989365782164356e-11,-1.969985286010001e-11,-1.969985286010001e-11,744.9126203198211,0.20895775024973193,0.006388636130596687,0.8377436556922286,-0.4169842784555035,-0.4169842784555035,0.36734694242477417,0.0,0.36734694242477417,0.0,2.7777777777777777,-184.0,0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,2.7777778591786118,-184.00000247444999,-0.019306883215904236,-0.059359751641750336,-0.1601802557706833,-0.08486232161521912,-0.10553611814975739,0.09435965865850449
0.12,0.0017977962270379066,-0.007278022821992636,-0.01368943601846695,-0.24567820131778717,-2.1116412438071386e-11,-2.1116412438071386e-11,649.6666762267224,0.1499960264571541,0.006388636130596685,1.264637646746067,-0.6174374392463308,-0.6174374392463308,0.7346938848495483,0.0,0.36734694242477417,0.0,4.166666666666666,-184.0,0.7086145065454629,1.2272286328209885,-185.13715240197683,0.0,4.166666788627427,-184.00000247310643,-0.0881865844130516,-0.10452812165021896,-0.2059032917022705,0.6378605961799622,0.033604443073272705,0.19021664559841156
0.16,0.009248606860637665,-0.010775662958621979,-0.017187077552080154,2.984065425315485e-11,-1.4051735469644555e-11,-1.4051738939091507e-11,744.9126203209114,0.20876627440925047,0.006388636130596685,1.6949213999856334,-0.8144214223418295,-0.8144214223418295,0.7346938848495483,0.0,0.36734694242477417,0.0,5.555555555555555,-184.0,0.7086145065454629,1.2272286328209885,-185.13715240197683,0.0,5.555555717965612,-184.0000024712306,0.06189567968249321,-0.13243621587753296,-0.22725218534469604,1.2262388467788696,0.003755219280719757,0.1559896320104599
0.2,0.003935931250452995,-0.01421396154910326,-0.01421396154910326,-1.2864826430813991e-06,-1.737418368896737e-11,1.5811517428687694e-08,744.912480785479,0.20882608900053015,0.006388636130596686,2.128546368772262,-1.0079325314075522,-1.0079325314075522,1.4693877696990967,0.0,0.0,0.0,6.944444444444445,-184.0,0.0,3.2786099842531713,-185.48981376096114,0.0,6.944444647180646,-184.00000246882576,0.04248863458633423,-0.19105792045593262,-0.2097148448228836,0.6597567796707153,-0.11998856067657471,0.023736193776130676
0.24,-0.0013191476464271545,-0.017591172829270363,-0.017591172829270363,-0.0001432935387128964,-8.358354806892176e-12,-8.358354806892176e-12,744.8970723031184,0.20915814667102925,0.006388636130596686,2.5654628969160207,-1.1979673464295078,-1.1979673464295078,2.2040815353393555,0.0,0.0,0.0,8.333333333333332,-184.0,0.0,4.936706053388413,-186.20806377766627,0.0,8.333333576260197,-184.00000246589542,-0.04238313063979149,-0.23137834668159485,-0.25982409715652466,-0.009350445121526718,-0.29520726203918457,-0.1597539633512497
0.28,0.0063079409301280975,-0.02090904302895069,-0.02090904302895069,1.8876454219163286e-11,-8.211485311160338e-12,-8.211485311160338e-12,744.9126203221007,0.20878674075103032,0.006388636130596686,3.0056202528953464,-1.3845227226503565,-1.3845227226503565,2.2040815353393555,0.0,0.0,0.0,9.722222222222221,-184.0,0.0,4.936706053388413,-186.20806377766627,0.0,9.722222505192178,-184.00000246244346,0.029764501377940178,-0.2708927392959595,-0.2923571467399597,1.5885859727859497,-0.31137195229530334,-0.22224505245685577
0.32,0.007577721029520035,-0.02416408434510231,-0.02416408434510231,-0.001538752345368266,-8.055996841838109e-12,-8.055996841838109e-12,744.7450605288711,0.20866105212675298,0.006388636130596684,3.448966665596679,-1.5675957892444874,-1.5675957892444874,2.5714285373687744,0.0,0.0,0.0,11.11111111111111,-184.0,0.0,5.770439439177291,-186.56260582370103,0.0,11.111111433964691,-184.0000024584738,0.05945536866784096,-0.3193260431289673,-0.3375812768936157,1.2576937675476074,-0.41924914717674255,-0.34271231293678284
0.36,-0.003917735069990158,-0.020948369055986404,-0.02735978178679943,-0.30049070715904236,0.1301041543483734,-9.275948065212702e-12,607.1834747121028,0.12727706770816014,0.006388636130596686,3.895449361510757,-1.7471839477341022,-1.7471839477341022,3.6734695434570312,-0.36734694242477417,0.0,0.0,12.5,-184.0,0.7167396819572296,8.687001289409992,-187.20684530333682,0.0,12.500000362566114,-184.0000024539906,-0.15677809715270996,-0.21205726265907288,-0.36349621415138245,-0.027493514120578766,-0.12420414388179779,-0.30009642243385315
