Time,e1,e2,e3,edot1,edot2,edot3,Kp,Ki,Kd,SetAngle1,SetAngle2,SetAngle3,ActualAngle1,ActualAngle2,ActualAngle3,X0,Y0,Z0,Actual_X,Actual_Y,Actual_Z,X_Set,Y_Set,Z_Set,refCurr1,refCurr2,refCurr3,ActualCurr1,ActualCurr2,ActualCurr3
0.0,-0.0065108975395560265,-9.94837682810612e-05,-0.0065108975395560265,-4.203895392974451e-45,0.06495248526334763,-6.205594525481786e-25,1050.0,10,0.015,-0.005686595269523741,-0.005686595269523741,-0.005686595269523741,0.36734694242477417,0.0,0.36734694242477417,0.0,0.0,-184.0,0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,-1.433179351732963e-14,-184.0000024755281,-0.1299133002758026,0.012317289598286152,-0.1177615225315094,0.051131539046764374,0.7662533521652222,-0.1477934718132019
0.04,-0.0065108975395560265,-9.94837682810612e-05,-0.0065108975395560265,-4.203895392974451e-45,3.4000956211774e-14,-3.2484699212999047e-37,1050.0,10,0.015,0.4142868312709749,-0.21306591342523187,-0.21306591342523187,0.36734694242477417,0.0,0.36734694242477417,0.0,1.3888888888888888,-184.0,0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,1.388888929631816,-184.00000247525816,-0.13238388299942017,0.005613361950963736,-0.11556962877511978,0.1578376591205597,0.32485702633857727,-0.08867645263671875
0.08,0.0008194851689040661,-0.0037192965392023325,-0.01013070996850729,5.940034163327834e-13,-2.93324799128733e-13,-2.93324799128733e-13,1050.0,10,0.015,0.8377436556922286,-0.4169842784555035,-0.4169842784555035,0.36734694242477417,0.0,0.36734694242477417,0.0,2.7777777777777777,-184.0,0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,2.7777778591786118,-184.00000247444999,0.012066439725458622,-0.07427558302879333,-0.1870606243610382,0.8003334403038025,-0.03480622172355652,0.030642516911029816
0.12,0.008209209889173508,-0.007278022821992636,-0.007278022821992636,4.652942527799686e-13,-2.2407528848904235e-13,2.37464155361522e-05,1050.0,10,0.015,1.264637646746067,-0.6174374392463308,-0.6174374392463308,0.36734694242477417,0.0,0.0,0.0,4.166666666666666,-184.0,0.0,0.8149462349152361,-184.3899101585922,0.0,4.166666788627427,-184.00000247310643,0.12593132257461548,-0.13714520633220673,-0.1366548389196396,1.1915897130966187,-0.06189841032028198,0.010984908789396286
0.16,0.0028371941298246384,-0.010775662958621979,-0.010775662958621979,-0.00027454106020741165,-2.4266404315652357e-13,-2.426575921535973e-13,1050.0,10,0.015,1.6949213999856334,-0.8144214223418295,-0.8144214223418295,1.1020407676696777,0.0,0.0,0.0,5.555555555555555,-184.0,0.0,2.4542543269909762,-185.12615727602827,0.0,5.555555717965612,-184.0000024712306,0.016871297731995583,-0.18454709649085999,-0.19506622850894928,1.0482069253921509,-0.1744798719882965,-0.11584582179784775
0.2,-0.0024754833430051804,-0.01421396154910326,-0.01421396154910326,-2.2745494376863462e-09,-2.0297602303358947e-13,-2.0297602303358947e-13,1050.0,10,0.015,2.128546368772262,-1.0079325314075522,-1.0079325314075522,1.8367347717285156,0.0,0.0,0.0,6.944444444444445,-184.0,0.0,4.106095302894083,-185.8504579384079,0.0,6.944444647180646,-184.00000246882576,-0.04398351535201073,-0.2530316114425659,-0.25781741738319397,0.06049197539687157,-0.322731614112854,-0.27483564615249634
0.24,-0.0013191476464271545,-0.017591172829270363,-0.017591172829270363,-0.005646988749504089,-2.343088017445899e-13,-2.343088017445899e-13,1050.0,10,0.015,2.5654628969160207,-1.1979673464295078,-1.1979673464295078,2.2040815353393555,0.0,0.0,0.0,8.333333333333332,-184.0,0.0,4.936706053388413,-186.20806377766627,0.0,8.333333576260197,-184.00000246589542,-0.012853077612817287,-0.31855258345603943,-0.3205936849117279,0.12330381572246552,-0.4362838864326477,-0.5055937767028809
0.28,-0.00010347366333007812,-0.01449762936681509,-0.02090904302895069,-6.100294158706276e-10,0.02858823910355568,-2.299525858357604e-13,1050.0,10,0.015,3.0056202528953464,-1.3845227226503565,-1.3845227226503565,2.5714285373687744,-0.36734694242477417,0.0,0.0,9.722222222222221,-184.0,0.7127528970206661,6.170062388140151,-186.16938189978487,0.0,9.722222505192178,-184.00000246244346,-0.05170276388525963,-0.2571156620979309,-0.37889519333839417,0.6941701173782349,-0.08565884083509445,-0.5280373692512512
0.32,0.0011663064360618591,-0.011341257020831108,-0.02416408434510231,-7.934366705319995e-12,8.483491001243237e-06,-2.2583278021064135e-13,1050.0,10,0.015,3.448966665596679,-1.5675957892444874,-1.5675957892444874,2.9387755393981934,-0.7346938848495483,0.0,0.0,11.11111111111111,-184.0,1.425388951443503,7.402882654193588,-186.11966024540217,0.0,11.111111433964691,-184.0000024584738,0.01875324919819832,-0.20930343866348267,-0.43956485390663147,0.4792827069759369,0.1571788787841797,-0.5832507014274597
0.36,0.0024936795234680176,-0.008125541731715202,-0.020948369055986404,-1.9807211426581262e-10,9.703072373357102e-11,3.8025052551127203e-10,1050.0,10,0.015,3.895449361510757,-1.7471839477341022,-1.7471839477341022,3.3061225414276123,-1.1020407676696777,-0.36734694242477417,0.0,12.5,-184.0,1.4224861896442895,9.027787670773119,-185.6689614916137,0.0,12.500000362566114,-184.0000024539906,0.02155136689543724,-0.15549473464488983,-0.38566550612449646,1.2795315980911255,-0.10141066461801529,-0.43933573365211487
0.4,-0.0025379955768585205,-0.011260151863098145,-0.024082977324724197,-0.3500456213951111,-1.8485564370462199e-13,-1.8485550817935043e-13,1050.0,10,0.015,4.3450146033180586,-1.9232848701482805,-1.9232848701482805,4.040816307067871,-1.1020407676696777,-0.36734694242477417,0.0,13.88888888888889,-184.0,1.42767803236006,10.70885956332307,-186.3363257871389,0.0,13.888889290984979,-184.00000244899834,-0.18037472665309906,-0.2139955759048462,-0.4411447048187256,0.6908849477767944,-0.15069429576396942,-0.6798731088638306
0.44,-0.0011024102568626404,-0.014333676546812057,-0.02715650200843811,-1.598361087928879e-08,-2.1323908079833725e-13,-2.1323908079833725e-13,1050.0,10,0.015,4.7976077297920146,-2.0958964969277063,-2.0958964969277063,4.408163070678711,-1.1020407676696777,-0.36734694242477417,0.0,15.277777777777777,-184.0,1.430237929105895,11.553944364406297,-186.66527334187094,0.0,15.277778219210072,-184.00000244350161,-0.025516243651509285,-0.26594212651252747,-0.49514633417129517,0.05410093069076538,-0.28943389654159546,-0.741244375705719
0.48,0.0003855302929878235,-0.010934703052043915,-0.01734611764550209,-1.683518463524436e-10,1.4196554047885002e-06,0.0022816043347120285,1050.0,10,0.015,5.253173196945098,-2.2650170345774976,-2.2650170345774976,4.775510311126709,-1.4693877696990967,-1.1020407676696777,0.0,16.666666666666664,-184.0,0.7122177759265257,13.557128294728859,-185.77467503807318,0.0,16.66666714723052,-184.00000243750526,0.020185327157378197,-0.1966547966003418,-0.31180092692375183,0.4007704257965088,-0.3465416133403778,-0.33479243516921997
0.52,0.008337259292602539,-0.01388605311512947,-0.020297467708587646,4.694208888787743e-13,-1.7422929689692862e-13,-1.7369954216292505e-13,1050.0,10,0.015,5.711654620339391,-2.4306449530710497,-2.4306449530710497,4.775510311126709,-1.4693877696990967,-1.1020407676696777,0.0,18.055555555555554,-184.0,0.7122177759265257,13.557128294728859,-185.77467503807318,0.0,18.055556075035568,-184.00000243101414,0.1235581636428833,-0.24197134375572205,-0.35968878865242004,1.2186837196350098,-0.42808184027671814,-0.6184265613555908
0.56,0.00351676344871521,-0.01677631586790085,-0.023187730461359024,-0.00018730171723291278,-1.7044590565340467e-13,-1.7044590565340467e-13,1050.0,10,0.015,6.172994818480228,-2.5927789830078436,-2.5927789830078436,5.510204315185547,-1.4693877696990967,-1.1020407676696777,0.0,19.444444444444443,-184.0,0.7146924131621726,15.255760310077358,-186.4020757134533,0.0,19.4444450026149,-184.00000242403354,0.0487409383058548,-0.3113093376159668,-0.4234273433685303,0.9819127917289734,-0.3530232310295105,-0.5917174816131592
0.6,-0.0012548565864562988,-0.019607238471508026,-0.019607238471508026,-4.9625022313648515e-08,-1.9661204088416984e-13,0.0010073947487398982,1050.0,10,0.015,6.637135857208807,-2.7514181125285178,-2.7514181125285178,6.244897842407227,-1.4693877696990967,-1.4693877696990967,0.0,20.833333333333332,-184.0,0.0,17.343249393846516,-186.60153081886412,0.0,20.833333929958233,-184.00000241656872,-0.034442655742168427,-0.3576489984989166,-0.3587435483932495,0.152425155043602,-0.6276435256004333,-0.3789602518081665
0.64,0.006845220923423767,-0.022375334054231644,-0.022375334054231644,6.597790890017219e-13,-2.2547087352546569e-13,-2.251470765466529e-13,1050.0,10,0.015,7.104019095007103,-2.9065615839906056,-2.9065615839906056,6.244897842407227,-1.4693877696990967,-1.4693877696990967,0.0,22.22222222222222,-184.0,0.0,17.343249393846516,-186.60153081886412,0.0,22.222222857055737,-184.0000024086252,0.09113465994596481,-0.3877009153366089,-0.3943890631198883,1.2324542999267578,-0.8781182765960693,-0.843957245349884
0.68,-0.004240088164806366,-0.01226126030087471,-0.025084085762500763,-1.5112940073013306,0.005271996837109327,-1.4442819770005277e-13,1050.0,10,0.015,7.573585229126211,-3.0582088904082383,-3.0582088904082383,7.3469390869140625,-2.2040815353393555,-1.4693877696990967,0.0,23.61111111111111,-184.0,1.432876646405644,20.6685037986895,-186.63876598251807,0.0,23.61111178389777,-184.0000024002087,-0.5047410726547241,-0.2255537062883377,-0.43915829062461853,0.24598824977874756,0.038848794996738434,-1.0559889078140259
0.72,-0.0024554282426834106,-0.014907177537679672,-0.02131858840584755,-2.262376730399751e-09,-1.5481175098374517e-13,4.0127624743035994e-06,1050.0,10,0.015,8.04577434244763,-3.206359771659947,-3.206359771659947,7.714285373687744,-2.2040815353393555,-1.8367347717285156,0.0,25.0,-184.0,0.7161940887811413,21.90026452831598,-186.5029350106252,0.0,25.0000007104751,-184.0000023913248,-0.04828117787837982,-0.2795814871788025,-0.3923916220664978,0.04293172061443329,-0.38059312105178833,-0.6381360292434692
0.76,0.005786016583442688,-0.011082340031862259,-0.023905165493488312,5.717862706748622e-13,2.8992210445721867e-06,-1.7945401295602764e-13,1050.0,10,0.015,8.52052595098531,-3.351014210467858,-3.351014210467858,7.714285373687744,-2.5714285373687744,-1.8367347717285156,0.0,26.38888888888889,-184.0,1.4295843343451313,22.26499475485624,-186.0731736959086,0.0,26.388889636778583,-184.00000238197964,0.08233137428760529,-0.21386496722698212,-0.44594576954841614,1.1980293989181519,-0.22269515693187714,-0.7621123790740967
0.8,0.0012482702732086182,-0.013606090098619461,-0.026428915560245514,-2.609414764265239e-07,-1.5950932794658174e-13,-1.5950993781030376e-13,1050.0,10,0.015,8.997779051935222,-3.4921724281528865,-3.4921724281528865,8.448980331420898,-2.5714285373687744,-1.8367347717285156,0.0,27.77777777777778,-184.0,1.4340596147672011,23.997936621261,-186.62436005884572,0.0,27.777778562799575,-184.00000237217915,-0.007920580916106701,-0.26012492179870605,-0.491994708776474,0.9618183374404907,-0.220802903175354,-0.6948102712631226
0.84,-0.0032441020011901855,-0.016070492565631866,-0.022481907159090042,-1.7240501620108262e-05,-2.0136068376933047e-13,3.3894474506378174,1050.0,10,0.015,9.477472172178379,-3.6298348801693767,-3.6298348801693767,9.183673858642578,-2.5714285373687744,-2.2040815353393555,0.0,29.166666666666664,-184.0,0.7178242578762367,26.100511505859323,-186.73213299092907,0.0,29.166667488529466,-184.0000023619296,-0.05438050255179405,-0.28629812598228455,0.481067955493927,0.18711714446544647,-0.4885231852531433,-0.7627954483032227
0.88,0.005128234624862671,-0.018472064286470413,-0.018472064286470413,4.4935723978595243e-13,-1.288976249954471e-13,2.6156412147315677e-08,1050.0,10,0.015,9.959543417142768,-3.7640022514240288,-3.7640022514240288,9.183673858642578,-2.5714285373687744,-2.5714285373687744,0.0,30.555555555555554,-184.0,0.0,26.456811248462152,-186.29954994018402,0.0,30.55555641396026,-184.00000235123719,0.06985412538051605,-0.34265848994255066,-0.35648855566978455,1.3150076866149902,-0.7091026306152344,-0.5202423930168152
0.92,0.0007178932428359985,-0.014402881264686584,-0.02081429585814476,-0.03562447428703308,2.4976110458374023,-1.909808845356603e-13,1050.0,10,0.015,10.443930519929495,-3.894675451382898,-3.894675451382898,9.918368339538574,-2.9387755393981934,-2.5714285373687744,0.0,31.944444444444443,-184.0,0.7171521486850867,28.55847769200459,-186.37464304586473,0.0,31.94444533908398,-184.00000234010827,-0.028051944449543953,0.9169045090675354,-0.3822793662548065,0.479541152715683,-0.11356872320175171,-0.6665480732917786
0.96,-0.003650560975074768,-0.01668403297662735,-0.023095447570085526,-0.0016484980005770922,4.772148388260122e-13,-1.0290104543193151e-13,1050.0,10,0.015,10.930570890608767,-4.021855608971154,-4.021855608971154,10.653061866760254,-2.9387755393981934,-2.5714285373687744,0.0,33.33333333333333,-184.0,0.7192148702769227,30.316875465699088,-186.8711725728832,0.0,33.33333426389309,-184.00000232854944,-0.07510162889957428,-0.31651434302330017,-0.43565046787261963,0.1627214103937149,-0.44435203075408936,-0.6428343653678894
1.0,0.004843965172767639,-0.01890408992767334,-0.025315504521131516,5.299047875842455e-13,-1.3860908135241573e-13,-1.3860908135241573e-13,1050.0,10,0.015,11.419401665591604,-4.145544067270049,-4.145544067270049,10.653061866760254,-2.9387755393981934,-2.5714285373687744,0.0,34.72222222222222,-184.0,0.7192148702769227,30.316875465699088,-186.8711725728832,0.0,34.72222318838043,-184.0000023165671,0.06969120353460312,-0.35246631503105164,-0.46953392028808594,1.132935643196106,-0.6608988046646118,-0.7580270171165466
