Time,e1,e2,e3,edot1,edot2,edot3,Kp1,Ki1,Kd1,SetAngle1,SetAngle2,SetAngle3,ActualAngle1,ActualAngle2,ActualAngle3,X0,Y0,Z0,Actual_X,Actual_Y,Actual_Z,X_Set,Y_Set,Z_Set,refCurr1,refCurr2,refCurr3,ActualCurr1,ActualCurr2,ActualCurr3
0.0,-0.0065108975395560265,-9.94837682810612e-05,-9.94837682810612e-05,-4.203895392974451e-45,-4.203895392974451e-45,-4.203895392974451e-45,744.9126203241484,0.21105276039113519,0.006388636130596688,-0.005686595269523741,-0.005686595269523741,-0.005686595269523741,0.36734694242477417,0.0,0.0,0.0,0.0,-184.0,0.0,0.8149462349152361,-184.3899101585922,0.0,-1.433179351732963e-14,-184.0000024755281,-0.09611478447914124,-0.05113761126995087,0.004347177688032389,-0.11221976578235626,1.2165170907974243,0.3841041028499603
0.04,-0.0065108975395560265,-9.94837682810612e-05,-9.94837682810612e-05,-4.203895392974451e-45,-4.203895392974451e-45,-4.203895392974451e-45,744.9126203241484,0.21105276039113519,0.006388636130596688,0.4142868312709749,-0.21306591342523187,-0.21306591342523187,0.36734694242477417,0.0,0.0,0.0,1.3888888888888888,-184.0,0.0,0.8149462349152361,-184.3899101585922,0.0,1.388888929631816,-184.00000247525816,-0.09684649854898453,0.0032366099767386913,0.00519153755158186,-0.11087558418512344,0.5641843676567078,0.4781426787376404
0.08,0.0008194851689040661,-0.0037192965392023325,-0.0037192965392023325,2.8969899396047438e-11,-1.4305608780906809e-11,-1.4305608780906809e-11,744.9126203210061,0.20895775025054159,0.006388636130596687,0.8377436556922286,-0.4169842784555035,-0.4169842784555035,0.36734694242477417,0.0,0.0,0.0,2.7777777777777777,-184.0,0.0,0.8149462349152361,-184.3899101585922,0.0,2.7777778591786118,-184.00000247444999,-0.04142565280199051,-0.044893212616443634,-0.049668826162815094,0.9711335301399231,-0.02982833981513977,0.09410752356052399
0.12,0.0017977962270379066,-0.007278022821992636,-0.007278022821992636,-0.0810752734541893,-1.0383435430916244e-11,-1.0383435430916244e-11,730.4719483236111,0.1992664842046568,0.006388636130596685,1.264637646746067,-0.6174374392463308,-0.6174374392463308,0.7346938848495483,0.0,0.0,0.0,4.166666666666666,-184.0,0.0,1.6330321028263182,-184.75951428203763,0.0,4.166666788627427,-184.00000247310643,-0.044885627925395966,-0.10167147219181061,-0.0964275449514389,0.5060692429542542,-0.013772979378700256,-0.04234497249126434
0.16,0.009248606860637665,-0.010775662958621979,-0.010775662958621979,1.569320021155285e-11,-7.373255651865751e-12,-7.373255651865751e-12,744.9126203224458,0.20876627441029794,0.006388636130596685,1.6949213999856334,-0.8144214223418295,-0.8144214223418295,0.7346938848495483,0.0,0.0,0.0,5.555555555555555,-184.0,0.0,1.6330321028263182,-184.75951428203763,0.0,5.555555717965612,-184.0000024712306,0.0766742154955864,-0.12668287754058838,-0.13138428330421448,1.4578182697296143,-0.0280311182141304,0.06492229551076889
0.2,0.003935931250452995,-0.01421396154910326,-0.01421396154910326,-0.013701885007321835,-6.167355254965701e-12,-6.167355254965701e-12,743.2969768228188,0.20772682838645298,0.006388636130596688,2.128546368772262,-1.0079325314075522,-1.0079325314075522,1.4693877696990967,0.0,0.0,0.0,6.944444444444445,-184.0,0.0,3.2786099842531713,-185.48981376096114,0.0,6.944444647180646,-184.00000246882576,0.019968032836914062,-0.1883411854505539,-0.18231120705604553,1.1439889669418335,0.03701610118150711,0.003834046423435211
0.24,-0.0013191476464271545,-0.017591172829270363,-0.017591172829270363,-3.010128750702279e-07,-6.057781880286495e-12,-6.057781880286495e-12,744.912587674792,0.20916876013455168,0.006388636130596685,2.5654628969160207,-1.1979673464295078,-1.1979673464295078,2.2040815353393555,0.0,0.0,0.0,8.333333333333332,-184.0,0.0,4.936706053388413,-186.20806377766627,0.0,8.333333576260197,-184.00000246589542,-0.031760457903146744,-0.22503280639648438,-0.2230825126171112,0.05883169174194336,-0.080607108771801,-0.07890422642230988
0.28,0.0063079409301280975,-0.02090904302895069,-0.02090904302895069,1.6095158192341863e-11,-7.001575100945567e-12,-7.001575100945567e-12,744.9126203224024,0.2087867407512363,0.006388636130596686,3.0056202528953464,-1.3845227226503565,-1.3845227226503565,2.2040815353393555,0.0,0.0,0.0,9.722222222222221,-184.0,0.0,4.936706053388413,-186.20806377766627,0.0,9.722222505192178,-184.00000246244346,0.05503882095217705,-0.27426451444625854,-0.27648621797561646,1.2174941301345825,-0.3239240050315857,-0.2077212780714035
0.32,0.0011663064360618591,-0.02416408434510231,-0.02416408434510231,-6.781517072340648e-07,-6.238627236337946e-12,-6.238627236337946e-12,744.9125467683642,0.2089354934064825,0.006388636130596684,3.448966665596679,-1.5675957892444874,-1.5675957892444874,2.9387755393981934,0.0,0.0,0.0,11.11111111111111,-184.0,0.0,6.607290860498563,-186.91405780554112,0.0,11.111111433964691,-184.0000024584738,-0.027560817077755928,-0.3037068247795105,-0.3171147108078003,0.6348735094070435,-0.39554277062416077,-0.16410517692565918
0.36,0.0024936795234680176,-0.020948369055986404,-0.02735978178679943,-1.937787486028242e-09,3.2040476938277607e-09,-5.744162090426386e-12,744.9126201139662,0.20887070215622602,0.006388636130596686,3.895449361510757,-1.7471839477341022,-1.7471839477341022,3.3061225414276123,-0.36734694242477417,0.0,0.0,12.5,-184.0,0.7154227030924283,7.8449281805838655,-186.86415077090024,0.0,12.500000362566114,-184.0000024539906,0.04319936782121658,-0.2614731788635254,-0.3377048075199127,0.5674425363540649,-0.27528393268585205,-0.3590182662010193
