Time,e1,e2,e3,edot1,edot2,edot3,Kp,Ki,Kd,SetAngle1,SetAngle2,SetAngle3,ActualAngle1,ActualAngle2,ActualAngle3,X0,Y0,Z0,Actual_X,Actual_Y,Actual_Z,X_Set,Y_Set,Z_Set,refCurr1,refCurr2,refCurr3,ActualCurr1,ActualCurr2,ActualCurr3
0.0,-0.012922311201691628,-0.0065108975395560265,-9.94837682810612e-05,-4.203895392974451e-45,-4.203895392974451e-45,4.203895392974451e-45,1050.0,10,0.015,-0.005686595269523741,-0.005686595269523741,-0.005686595269523741,0.7346938848495483,0.36734694242477417,0.0,0.0,0.0,-184.0,-0.7086145065454629,1.2272286328209885,-185.13715240197683,0.0,-1.433179351732963e-14,-184.0000024755281,-0.2821626365184784,-0.1308390200138092,-0.015024413354694843,-0.13792210817337036,-0.1487278938293457,-0.007053829729557037
0.04,-0.012922311201691628,-0.0065108975395560265,-9.94837682810612e-05,-4.203895392974451e-45,-4.203895392974451e-45,4.203895392974451e-45,1050.0,10,0.015,0.4142868312709749,-0.21306591342523187,-0.21306591342523187,0.7346938848495483,0.36734694242477417,0.0,0.0,1.3888888888888888,-184.0,-0.7086145065454629,1.2272286328209885,-185.13715240197683,0.0,1.388888929631816,-184.00000247525816,-0.28256234526634216,-0.13542965054512024,-0.013109471648931503,-0.08781205117702484,-0.24746569991111755,-0.23024043440818787
0.08,-0.005591928493231535,-0.01013070996850729,-0.0037192965392023325,8.662221872950127e-13,-4.2774846707206715e-13,-4.2774846707206715e-13,1050.0,10,0.015,0.8377436556922286,-0.4169842784555035,-0.4169842784555035,0.7346938848495483,0.36734694242477417,0.0,0.0,2.7777777777777777,-184.0,-0.7086145065454629,1.2272286328209885,-185.13715240197683,0.0,2.7777778591786118,-184.00000247444999,-0.1428535431623459,-0.1886865198612213,-0.07670233398675919,-0.0358579158782959,-0.3077082931995392,-0.14724647998809814
0.12,0.0017977962270379066,-0.01368943601846695,-0.007278022821992636,1.0456962986488127e-12,-5.035843703843357e-13,-5.035843703843357e-13,1050.0,10,0.015,1.264637646746067,-0.6174374392463308,-0.6174374392463308,0.7346938848495483,0.36734694242477417,0.0,0.0,4.166666666666666,-184.0,-0.7086145065454629,1.2272286328209885,-185.13715240197683,0.0,4.166666788627427,-184.00000247310643,-0.024175146594643593,-0.2614404559135437,-0.14680242538452148,0.17425230145454407,-0.4336371421813965,-0.08231944590806961
0.16,0.0028371941298246384,-0.017187077552080154,-0.010775662958621979,-0.40195992588996887,-3.9309495328959665e-13,-3.9309468223905353e-13,1050.0,10,0.015,1.6949213999856334,-0.8144214223418295,-0.8144214223418295,1.1020407676696777,0.36734694242477417,0.0,0.0,5.555555555555555,-184.0,-0.7100226724404864,2.0493118786743314,-185.50633581339795,0.0,5.555555717965612,-184.0000024712306,-0.14054469764232635,-0.3144493103027344,-0.20519530773162842,0.5553141236305237,-0.46103784441947937,-0.033799707889556885
0.2,-0.008886894211173058,-0.02062537521123886,-0.01421396154910326,-0.6545321941375732,-3.5185810970568554e-13,-3.5185810970568554e-13,1050.0,10,0.015,2.128546368772262,-1.0079325314075522,-1.0079325314075522,2.2040815353393555,0.36734694242477417,0.0,0.0,6.944444444444445,-184.0,-0.7141779239068302,4.534451239824149,-186.59582661649125,0.0,6.944444647180646,-184.00000246882576,-0.4046163856983185,-0.36922144889831543,-0.2712983787059784,-0.14705890417099,-0.853911280632019,-0.2759484648704529
0.24,-0.0013191476464271545,-0.017591172829270363,-0.017591172829270363,4.113481744897479e-13,0.3449670374393463,-2.940425680719727e-13,1050.0,10,0.015,2.5654628969160207,-1.1979673464295078,-1.1979673464295078,2.2040815353393555,0.0,0.0,0.0,8.333333333333332,-184.0,0.0,4.936706053388413,-186.20806377766627,0.0,8.333333576260197,-184.00000246589542,-0.06937992572784424,-0.23877960443496704,-0.31879809498786926,0.05618855357170105,-0.4297148883342743,-0.47327810525894165
0.28,-0.00010347366333007812,-0.02090904302895069,-0.02090904302895069,-0.25290408730506897,-7.124089187494909e-14,-1.5136565503608146e-13,1050.0,10,0.015,3.0056202528953464,-1.3845227226503565,-1.3845227226503565,2.5714285373687744,0.0,0.0,0.0,9.722222222222221,-184.0,0.0,5.770439439177291,-186.56260582370103,0.0,9.722222505192178,-184.00000246244346,-0.1659715175628662,-0.3860960602760315,-0.3892107903957367,0.5442744493484497,-1.090077519416809,-0.7558322548866272
0.32,-0.0052451081573963165,-0.02416408434510231,-0.02416408434510231,-0.001401187269948423,-2.0553545844459453e-13,-2.0553545844459453e-13,1050.0,10,0.015,3.448966665596679,-1.5675957892444874,-1.5675957892444874,3.3061225414276123,0.0,0.0,0.0,11.11111111111111,-184.0,0.0,7.4472560671002235,-187.26239356767093,0.0,11.111111433964691,-184.0000024584738,-0.14923851191997528,-0.4400276243686676,-0.44256532192230225,0.06904058158397675,-1.346051573753357,-0.8950181603431702
0.36,-0.003917735069990158,-0.02735978178679943,-0.02735978178679943,-3.674934123409912e-05,-1.886541595684521e-13,-1.886541595684521e-13,1050.0,10,0.015,3.895449361510757,-1.7471839477341022,-1.7471839477341022,3.6734695434570312,0.0,0.0,0.0,12.5,-184.0,0.0,8.29033061854632,-187.6075868379748,0.0,12.500000362566114,-184.0000024539906,-0.12431006878614426,-0.4998134672641754,-0.5002352595329285,0.18161967396736145,-1.3628944158554077,-0.9608464241027832
0.4,0.0038734152913093567,-0.024082977324724197,-0.030494391918182373,5.399738815803357e-13,0.003096898552030325,-2.1725160461848886e-13,1050.0,10,0.015,4.3450146033180586,-1.9232848701482805,-1.9232848701482805,3.6734695434570312,-0.36734694242477417,0.0,0.0,13.88888888888889,-184.0,0.7167396819572296,8.687001289409992,-187.20684530333682,0.0,13.888889290984979,-184.00000244899834,0.005066367797553539,-0.4395499527454376,-0.5563656091690063,0.7535777688026428,-1.3045661449432373,-1.0546094179153442
0.44,0.005309000611305237,-0.02715650200843811,-0.033567916601896286,-0.011476031504571438,-2.1239284745018516e-13,-2.1323908079833725e-13,1050.0,10,0.015,4.7976077297920146,-2.0958964969277063,-2.0958964969277063,4.040816307067871,-0.36734694242477417,0.0,0.0,15.277777777777777,-184.0,0.7180445767847897,9.532161247104172,-187.54637808439756,0.0,15.277778219210072,-184.00000244350161,0.022444264963269234,-0.487296462059021,-0.6017609238624573,1.129703164100647,-1.6428961753845215,-1.2660490274429321
0.48,-0.006025880575180054,-0.030168943107128143,-0.03658035770058632,-9.724750270834193e-05,-2.0900125976674316e-13,-2.0900125976674316e-13,1050.0,10,0.015,5.253173196945098,-2.2650170345774976,-2.2650170345774976,5.142857074737549,-0.36734694242477417,0.0,0.0,16.666666666666664,-184.0,0.7218857530702714,12.086117649640192,-188.5457437151679,0.0,16.66666714723052,-184.00000243750526,-0.15273922681808472,-0.5256161689758301,-0.6510013937950134,0.08954107761383057,-2.062329053878784,-1.5856839418411255
