Time,e1,e2,e3,edot1,edot2,edot3,eta1,eta2,eta3,SetAngle1,SetAngle2,SetAngle3,ActualAngle1,ActualAngle2,ActualAngle3,X0,Y0,Z0,Actual_X,Actual_Y,Actual_Z,X_Set,Y_Set,Z_Set,refCurr1,refCurr2,refCurr3,ActualCurr1,ActualCurr2,ActualCurr3
0.0,-9.94837682810612e-05,-9.94837682810612e-05,-9.94837682810612e-05,-4.203895392974451e-45,-4.203895392974451e-45,-4.203895392974451e-45,665.6418275963144,665.6418275963144,665.6418275963144,-0.005686595269523741,-0.005686595269523741,-0.005686595269523741,0.0,0.0,0.0,0.0,0.0,-184.0,0.0,-7.165896722166769e-15,-184.0173703997271,0.0,-1.433179351732963e-14,-184.0000024755281,-0.153843492269516,-0.14722833037376404,-0.1493905484676361,0.14649522304534912,-0.20581379532814026,-0.07858336716890335
0.04,-9.94837682810612e-05,-9.94837682810612e-05,-9.94837682810612e-05,-4.203895392974451e-45,-4.203895392974451e-45,-4.203895392974451e-45,665.6418275963144,665.6418275963144,665.6418275963144,0.4142868312709749,-0.21306591342523187,-0.21306591342523187,0.0,0.0,0.0,0.0,1.3888888888888888,-184.0,0.0,-7.165896722166769e-15,-184.0173703997271,0.0,1.388888929631816,-184.00000247525816,-0.14601477980613708,-0.13960391283035278,-0.14218449592590332,-0.011064857244491577,-0.30514222383499146,-0.18147137761116028
0.08,0.0008194851689040661,-0.0037192965392023325,-0.0037192965392023325,-0.7111412286758423,-0.28870120644569397,-0.008703351020812988,698.5605302626765,682.8684586911792,666.0417286372439,0.8377436556922286,-0.4169842784555035,-0.4169842784555035,0.36734694242477417,0.0,0.0,0.0,2.7777777777777777,-184.0,0.0,0.8149462349152361,-184.3899101585922,0.0,2.7777778591786118,-184.00000247444999,-2.000154733657837,-0.6284748911857605,-0.5467789769172668,2.0476417541503906,-0.6903359889984131,-1.0890617370605469
0.12,-0.00461361650377512,-0.0008666091598570347,-0.007278022821992636,-1.1016408205032349,1.0452771186828613,-0.04307415336370468,699.9601482716241,699.8782687833175,667.7164237433564,1.264637646746067,-0.6174374392463308,-0.6174374392463308,1.1020407676696777,-0.36734694242477417,0.0,0.0,4.166666666666666,-184.0,0.7072726760807915,2.8575700520487497,-184.74305217885794,0.0,4.166666788627427,-184.00000247310643,-1.1528258323669434,2.114881992340088,-0.684731662273407,-1.3440301418304443,-2.0665104389190674,-1.1767760515213013
0.16,-0.0035742204636335373,-0.010775662958621979,-0.010775662958621979,-0.2647022306919098,-0.07968920469284058,-0.021627157926559448,681.3051230781782,669.664452773669,666.6536055288395,1.6949213999856334,-0.8144214223418295,-0.8144214223418295,1.4693877696990967,0.0,0.0,0.0,5.555555555555555,-184.0,0.0,3.2786099842531713,-185.48981376096114,0.0,5.555555717965612,-184.0000024712306,-0.7234432697296143,-0.631994366645813,-0.598506510257721,-0.6102887392044067,-1.946109414100647,-1.113184928894043
0.2,-0.0024754833430051804,-0.007802547886967659,-0.01421396154910326,-0.3064919114112854,0.0267769955098629,-0.03422722592949867,684.0062851323777,666.9034272221948,673.869247158197,2.128546368772262,-1.0079325314075522,-1.0079325314075522,1.8367347717285156,-0.36734694242477417,0.0,0.0,6.944444444444445,-184.0,0.7100359583314484,4.507599518278787,-185.46228034171793,0.0,6.944444647180646,-184.00000246882576,-0.7432965040206909,-0.5646108388900757,-0.5992973446846008,0.03646880388259888,-2.214414596557617,-1.4800915718078613
0.24,0.005092263221740723,-0.011179759167134762,-0.011179759167134762,0.12015172094106674,-0.09842070937156677,0.8482905626296997,671.9994105732497,670.7229959669859,698.252775291299,2.5654628969160207,-1.1979673464295078,-1.1979673464295078,1.8367347717285156,-0.36734694242477417,-0.36734694242477417,0.0,8.333333333333332,-184.0,0.0,4.907452369763382,-185.07677552918344,0.0,8.333333576260197,-184.00000246589542,0.4517514109611511,-0.6928890347480774,1.3970080614089966,2.716148614883423,-2.6848387718200684,-2.1548538208007812
0.28,-0.00010347366333007812,-0.00808621570467949,-0.01449762936681509,0.007887424901127815,0.02724756859242916,-0.009231297299265862,666.0038227677019,666.926425206794,675.0307046512015,3.0056202528953464,-1.3845227226503565,-1.3845227226503565,2.5714285373687744,-0.7346938848495483,-0.36734694242477417,0.0,9.722222222222221,-184.0,0.7099851037965121,6.96430788264712,-185.3854528614049,0.0,9.722222505192178,-184.00000246244346,-0.3272828161716461,-0.5800115466117859,-0.6326863765716553,-1.3641092777252197,-2.0747058391571045,-1.609581470489502
0.32,0.0011663064360618591,-0.004929844290018082,-0.017752669751644135,-0.32575559616088867,0.289289265871048,-0.013808169402182102,685.2105059671036,682.9063999512932,687.2946663968559,3.448966665596679,-1.5675957892444874,-1.5675957892444874,2.9387755393981934,-1.1020407676696777,-0.36734694242477417,0.0,11.11111111111111,-184.0,1.4198546391789404,8.191809810228525,-185.33059635125807,0.0,11.111111433964691,-184.0000024584738,-0.7355309724807739,-0.6389670968055725,-0.6074115633964539,-0.32250723242759705,1.571973443031311,-1.324353575706482
0.36,0.0024936795234680176,-0.008125541731715202,-0.020948369055986404,-0.008117089048027992,-0.07115098088979721,-0.01322227343916893,666.0144836842055,669.1955341496706,694.7290381638013,3.895449361510757,-1.7471839477341022,-1.7471839477341022,3.3061225414276123,-1.1020407676696777,-0.36734694242477417,0.0,12.5,-184.0,1.4224861896442895,9.027787670773119,-185.6689614916137,0.0,12.500000362566114,-184.0000024539906,0.5441440939903259,-0.6715672612190247,-0.6804974675178528,1.5405102968215942,-1.8484458923339844,-1.2110981941223145
0.4,-0.0025379955768585205,-0.004848737269639969,-0.024082977324724197,-0.004177061375230551,0.2890356779098511,-0.01135303545743227,665.8325337264529,682.8900411150895,698.0075351298328,4.3450146033180586,-1.9232848701482805,-1.9232848701482805,4.040816307067871,-1.4693877696990967,-0.36734694242477417,0.0,13.88888888888889,-184.0,2.1373060589855,11.097538887407017,-185.92718596176667,0.0,13.888889290984979,-184.00000244899834,-0.6194071173667908,-0.6692224144935608,-0.6454127430915833,-1.084165096282959,1.5639604330062866,-0.9588258266448975
0.44,-0.0011024102568626404,-0.007922261953353882,-0.02715650200843811,-0.35454076528549194,0.1643676906824112,-0.013110490515828133,686.9415026124203,674.7343979875398,699.2657562636165,4.7976077297920146,-2.0958964969277063,-2.0958964969277063,4.408163070678711,-1.4693877696990967,-0.36734694242477417,0.0,15.277777777777777,-184.0,2.141133044107551,11.941534088071938,-186.25366104354154,0.0,15.277778219210072,-184.00000244350161,-0.7606682777404785,-0.5563039779663086,-0.6553277373313904,-0.22308430075645447,-1.4792231321334839,-1.0736716985702515
0.48,0.006796948611736298,-0.010934703052043915,-0.023757530376315117,0.3884033262729645,-0.04799365997314453,0.06129688769578934,688.848829971915,667.9684796434452,697.7894780199247,5.253173196945098,-2.2650170345774976,-2.2650170345774976,4.408163070678711,-1.4693877696990967,-0.7346938848495483,0.0,16.666666666666664,-184.0,1.424674126893908,12.327796569938267,-185.8563611771245,0.0,16.66666714723052,-184.00000243750526,0.6892091631889343,-0.6639155149459839,-0.6820473670959473,0.9939460754394531,-1.8489999771118164,-1.2034469842910767
0.52,0.0019258484244346619,-0.007474638521671295,-0.026708880439400673,-0.8146211504936218,0.05120910331606865,-0.012268698774278164,699.3658599093956,668.1348750209861,699.1496167752761,5.711654620339391,-2.4306449530710497,-2.4306449530710497,5.142857074737549,-1.8367347717285156,-0.7346938848495483,0.0,18.055555555555554,-184.0,2.1403126252058695,14.404563990318438,-186.078462259202,0.0,18.055556075035568,-184.00000243101414,-1.8447619676589966,-0.5517460107803345,-0.6229297518730164,1.8498311042785645,-1.9946496486663818,-1.4404597282409668
0.56,-0.0028946474194526672,-0.010364901274442673,-0.02959914319217205,-0.4144018590450287,-0.07091254740953445,-0.014044865034520626,690.2034000188232,669.1825649523869,699.672252587908,6.172994818480228,-2.5927789830078436,-2.5927789830078436,5.877551078796387,-1.8367347717285156,-0.7346938848495483,0.0,19.444444444444443,-184.0,2.1476621778841745,16.109036431637133,-186.69930395969757,0.0,19.4444450026149,-184.00000242403354,-0.8170443177223206,-0.6305503249168396,-0.6617074012756348,-0.2052808701992035,-1.8076030015945435,-1.521604299545288
