Time,e1,e2,e3,edot1,edot2,edot3,Kp1,Ki1,Kd1,SetAngle1,SetAngle2,SetAngle3,ActualAngle1,ActualAngle2,ActualAngle3,X0,Y0,Z0,Actual_X,Actual_Y,Actual_Z,X_Set,Y_Set,Z_Set,refCurr1,refCurr2,refCurr3,ActualCurr1,ActualCurr2,ActualCurr3
0.0,-9.94837682810612e-05,-0.0065108975395560265,-9.94837682810612e-05,-4.203895392974451e-45,-4.203895392974451e-45,-4.203895392974451e-45,744.9126203241482,0.20903058712443526,0.006388636130596686,-0.005686595269523741,-0.005686595269523741,-0.005686595269523741,0.0,0.36734694242477417,0.0,0.0,0.0,-184.0,-0.7057641421550818,-0.4074731174576288,-184.3899101585922,0.0,-1.433179351732963e-14,-184.0000024755281,-0.02174590900540352,-0.081251360476017,0.009727983735501766,0.8936211466789246,-0.005901128053665161,0.38749104738235474
0.04,-9.94837682810612e-05,-0.0065108975395560265,-9.94837682810612e-05,-4.203895392974451e-45,-4.203895392974451e-45,-4.203895392974451e-45,744.9126203241482,0.20903058712443526,0.006388636130596686,0.4142868312709749,-0.21306591342523187,-0.21306591342523187,0.0,0.36734694242477417,0.0,0.0,1.3888888888888888,-184.0,-0.7057641421550818,-0.4074731174576288,-184.3899101585922,0.0,1.388888929631816,-184.00000247525816,0.0026565883308649063,-0.09010495245456696,-0.003399442182853818,0.9374532699584961,-0.07726231217384338,0.36025360226631165
0.08,0.0008194851689040661,-0.01013070996850729,-0.0037192965392023325,-0.00019930722191929817,-1.534558244364881e-11,-1.534558244364881e-11,744.8909914545125,0.20894297069087017,0.006388636130596685,0.8377436556922286,-0.4169842784555035,-0.4169842784555035,0.36734694242477417,0.36734694242477417,0.0,0.0,2.7777777777777777,-184.0,-0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,2.7777778591786118,-184.00000247444999,-0.0299261175096035,-0.13564825057983398,-0.056514352560043335,0.6069130301475525,-0.15489338338375092,0.012590508908033371
0.12,0.008209209889173508,-0.01368943601846695,-0.007278022821992636,3.5035949835782176e-11,-1.6872572783377393e-11,-1.6872572783377393e-11,744.9126203203482,0.2087713648780263,0.006388636130596688,1.264637646746067,-0.6174374392463308,-0.6174374392463308,0.36734694242477417,0.36734694242477417,0.0,0.0,4.166666666666666,-184.0,-0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,4.166666788627427,-184.00000247310643,0.08535859733819962,-0.17929302155971527,-0.09466774016618729,1.5726878643035889,-0.06321536749601364,0.03968822956085205
0.16,0.009248606860637665,-0.017187077552080154,-0.010775662958621979,-0.20165114104747772,-8.647426524843738e-12,-8.647426524843738e-12,679.0476115438239,0.16700233352299998,0.006388636130596686,1.6949213999856334,-0.8144214223418295,-0.8144214223418295,0.7346938848495483,0.36734694242477417,0.0,0.0,5.555555555555555,-184.0,-0.7086145065454629,1.2272286328209885,-185.13715240197683,0.0,5.555555717965612,-184.0000024712306,0.07643324136734009,-0.21726877987384796,-0.12756210565567017,0.859077513217926,-0.036478035151958466,0.08231509476900101
0.2,0.003935931250452995,-0.02062537521123886,-0.01421396154910326,-0.001632376224733889,-1.070011787507319e-11,-1.070011787507319e-11,744.7348228436234,0.20870477923702022,0.006388636130596686,2.128546368772262,-1.0079325314075522,-1.0079325314075522,1.4693877696990967,0.36734694242477417,0.0,0.0,6.944444444444445,-184.0,-0.7114193636751863,2.874545999154889,-185.87252666373195,0.0,6.944444647180646,-184.00000246882576,0.029525388032197952,-0.2472427487373352,-0.17703096568584442,1.151038646697998,-0.16442260146141052,-0.0897512137889862
0.24,-0.0013191476464271545,-0.017591172829270363,-0.017591172829270363,-0.13266776502132416,4.827886073144327e-07,-9.823155310006992e-12,713.6003210473773,0.1886286969002748,0.006388636130596685,2.5654628969160207,-1.1979673464295078,-1.1979673464295078,2.2040815353393555,0.0,0.0,0.0,8.333333333333332,-184.0,0.0,4.936706053388413,-186.20806377766627,0.0,8.333333576260197,-184.00000246589542,-0.0982576236128807,-0.23305277526378632,-0.23386479914188385,0.5580717921257019,-0.19028891623020172,-0.07846567779779434
0.28,-0.00010347366333007812,-0.02090904302895069,-0.02090904302895069,-3.106382351347747e-08,-5.951338814119689e-12,-5.951338814119689e-12,744.9126169548134,0.20903095194538368,0.006388636130596686,3.0056202528953464,-1.3845227226503565,-1.3845227226503565,2.5714285373687744,0.0,0.0,0.0,9.722222222222221,-184.0,0.0,5.770439439177291,-186.56260582370103,0.0,9.722222505192178,-184.00000246244346,-0.017651326954364777,-0.2655331492424011,-0.26477304100990295,0.7221914529800415,-0.20796121656894684,-0.03422859311103821
0.32,0.0011663064360618591,-0.02416408434510231,-0.02416408434510231,-3.71205314877443e-05,-4.5159553180296186e-12,-4.5159553180296186e-12,744.9085936668928,0.20893279243853413,0.006388636130596687,3.448966665596679,-1.5675957892444874,-1.5675957892444874,2.9387755393981934,0.0,0.0,0.0,11.11111111111111,-184.0,0.0,6.607290860498563,-186.91405780554112,0.0,11.111111433964691,-184.0000024584738,0.005881686694920063,-0.312118798494339,-0.3092195987701416,0.8289099931716919,-0.409074604511261,-0.16788600385189056
0.36,0.0024936795234680176,-0.02735978178679943,-0.02735978178679943,-6.383684194588568e-07,-1.0011247039698468e-11,-1.0011247039698468e-11,744.9125510834691,0.20887065500644783,0.006388636130596686,3.895449361510757,-1.7471839477341022,-1.7471839477341022,3.3061225414276123,0.0,0.0,0.0,12.5,-184.0,0.0,7.4472560671002235,-187.26239356767093,0.0,12.500000362566114,-184.0000024539906,0.04097240790724754,-0.343847393989563,-0.34911537170410156,0.8602375388145447,-0.4878019094467163,-0.3352479636669159
