Time,e1,e2,e3,edot1,edot2,edot3,Kp1,Ki1,Kd1,SetAngle1,SetAngle2,SetAngle3,ActualAngle1,ActualAngle2,ActualAngle3,X0,Y0,Z0,Actual_X,Actual_Y,Actual_Z,X_Set,Y_Set,Z_Set,refCurr1,refCurr2,refCurr3,ActualCurr1,ActualCurr2,ActualCurr3
0.0,-0.0065108975395560265,-0.0065108975395560265,-9.94837682810612e-05,-4.203895392974451e-45,-4.203895392974451e-45,4.203895392974451e-45,761.9991861746361,0.33510512272197074,0.005329907985244339,-0.005686595269523741,-0.005686595269523741,-0.005686595269523741,0.36734694242477417,0.36734694242477417,0.0,0.0,0.0,-184.0,-0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,-1.433179351732963e-14,-184.0000024755281,-0.09732408076524734,-0.09916272014379501,-0.013739785179495811,-0.05612069368362427,-0.14421123266220093,0.060487471520900726
0.04,-0.0065108975395560265,-0.0065108975395560265,-9.94837682810612e-05,-4.203895392974451e-45,-4.203895392974451e-45,4.203895392974451e-45,761.9991861746361,0.33510512272197074,0.005329907985244339,0.4142868312709749,-0.21306591342523187,-0.21306591342523187,0.36734694242477417,0.36734694242477417,0.0,0.0,1.3888888888888888,-184.0,-0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,1.388888929631816,-184.00000247525816,-0.09925814718008041,-0.10401499271392822,-0.018255945295095444,-0.00718820421025157,-0.10766091197729111,0.06567605584859848
0.08,0.0008194851689040661,-0.01013070996850729,-0.0037192965392023325,1.4625561872705362e-10,-7.222237391468767e-11,-7.222237391468767e-11,784.7346716505746,0.3202556599727516,0.005696394990934286,0.8377436556922286,-0.4169842784555035,-0.4169842784555035,0.36734694242477417,0.36734694242477417,0.0,0.0,2.7777777777777777,-184.0,-0.7071949637249542,0.4082992026761427,-184.76500196618687,0.0,2.7777778591786118,-184.00000247444999,0.007405878975987434,-0.15274441242218018,-0.059729669243097305,0.26535549759864807,-0.12971605360507965,-0.0381612628698349
0.12,0.0017977962270379066,-0.01368943601846695,-0.007278022821992636,-2.402008533477783,-2.7304021890661723e-11,-2.7304021890661723e-11,558.6061619749132,0.10240619672028581,0.005695550727185872,1.264637646746067,-0.6174374392463308,-0.6174374392463308,0.7346938848495483,0.36734694242477417,0.0,0.0,4.166666666666666,-184.0,-0.7086145065454629,1.2272286328209885,-185.13715240197683,0.0,4.166666788627427,-184.00000247310643,-1.042698621749878,-0.19325169920921326,-0.10731463879346848,1.1591098308563232,-0.16119073331356049,0.047988273203372955
0.16,-0.0035742204636335373,-0.017187077552080154,-0.010775662958621979,-0.00019451814296189696,-2.079299926682765e-11,-2.0792994062657222e-11,775.7357013743379,0.3215117692883181,0.0055941034912916085,1.6949213999856334,-0.8144214223418295,-0.8144214223418295,1.4693877696990967,0.36734694242477417,0.0,0.0,5.555555555555555,-184.0,-0.7114193636751863,2.874545999154889,-185.87252666373195,0.0,5.555555717965612,-184.0000024712306,-0.042637236416339874,-0.181719571352005,-0.12151142954826355,-0.03511715307831764,-0.04017958045005798,0.16519507765769958
0.2,-0.0024754833430051804,-0.02062537521123886,-0.01421396154910326,9.92617174233601e-07,-4.544501734926598e-07,-4.544501734926598e-07,781.6053229768601,0.3222657173638108,0.005644747595433337,2.128546368772262,-1.0079325314075522,-1.0079325314075522,1.8367347717285156,0.36734694242477417,0.0,0.0,6.944444444444445,-184.0,-0.7128044809079352,3.7029272029855433,-186.23569899514428,0.0,6.944444647180646,-184.00000246882576,-0.0486183762550354,-0.2900674045085907,-0.20978441834449768,0.038409002125263214,-0.6224009990692139,-0.027928918600082397
0.24,0.005092263221740723,-0.02400258556008339,-0.017591172829270363,3.576864845977745e-11,-1.596224367961252e-11,-1.596224367961252e-11,761.5476034394494,0.3107005450206272,0.00557123884590061,2.5654628969160207,-1.1979673464295078,-1.1979673464295078,1.8367347717285156,0.36734694242477417,0.0,0.0,8.333333333333332,-184.0,-0.7128044809079352,3.7029272029855433,-186.23569899514428,0.0,8.333333576260197,-184.00000246589542,0.0365692563354969,-0.328472375869751,-0.24173405766487122,1.1895281076431274,-0.6788525581359863,-0.10286536067724228
0.28,-0.006514888256788254,-0.027320455759763718,-0.02090904302895069,-0.005042837932705879,-1.4250794988512894e-11,-1.4250794988512894e-11,759.4058343329573,0.33245751804592905,0.005329431132679092,3.0056202528953464,-1.3845227226503565,-1.3845227226503565,2.9387755393981934,0.36734694242477417,0.0,0.0,9.722222222222221,-184.0,-0.7168893919945587,6.20691474047681,-187.30684446475854,0.0,9.722222505192178,-184.00000246244346,-0.08877650648355484,-0.3573600947856903,-0.27560916543006897,-0.22661857306957245,-0.9004613161087036,-0.23580361902713776
0.32,-0.0052451081573963165,-0.030575498938560486,-0.02416408434510231,-2.0445429527171655e-06,-1.3980952680292535e-11,-1.3980939669866466e-11,762.5813197325407,0.3216526704438064,0.005466817086542543,3.448966665596679,-1.5675957892444874,-1.5675957892444874,3.3061225414276123,0.36734694242477417,0.0,0.0,11.11111111111111,-184.0,-0.7182272152265421,7.047845308536788,-187.65768194484286,0.0,11.111111433964691,-184.0000024584738,-0.07882758229970932,-0.40238651633262634,-0.32021206617355347,0.01927189901471138,-1.0215171575546265,-0.36894696950912476
0.36,0.0024936795234680176,-0.03377119451761246,-0.02735978178679943,3.323936959009899e-11,-1.3726037667582958e-11,-1.3726044606476862e-11,781.5404136498845,0.31807200279652115,0.005688912296967488,3.895449361510757,-1.7471839477341022,-1.7471839477341022,3.3061225414276123,0.36734694242477417,0.0,0.0,12.5,-184.0,-0.7182272152265421,7.047845308536788,-187.65768194484286,0.0,12.500000362566114,-184.0000024539906,0.02707340568304062,-0.4456167221069336,-0.3657774031162262,0.41632330417633057,-1.2176607847213745,-0.38490504026412964
